sentence_id,domain_category,english_text,sesotho_text
1201,Tuberculosis,Patients lost to follow-up should be traced and re-engaged in care as soon as possible.,Bakuli ba khaolitseng ho tla kalafo ba lokela ho batloa le ho khutlisetsoa tlhokomelong ea bophelo bo botle kapele kamoo ho ka khonehang.
1202,Tuberculosis,"TB treatment outcomes are worse in patients who are HIV-positive, malnourished, or have drug-resistant TB.","Kalafo ea lefuba e ba le liphetho tse mpe ho bakuli ba phelang le HIV, ba sa fumaneng phepo e nepahetseng, kapa ba nang le lefuba le sa foleng ka meriana e tloaelehileng."
1203,Tuberculosis,Sputum conversion — the change from a positive to a negative sputum culture — is a key indicator of treatment response.,"Ha tlhahlobo ea sekhohlela e fetoha ho tloha ho e bontšang lefuba ho ea ho e sa le bontšeng, sena ke sesupo sa bohlokoa sa hore kalafo ea lefuba e ea sebetsa."
1204,Tuberculosis,End-of-treatment sputum culture is used to confirm TB cure.,Tlhahlobo ea sekhohlela e etsoang qetellong ea kalafo e thusa ho netefatsa hore mokuli o folile lefubeng.
1205,Tuberculosis,Post-TB lung disease — persistent respiratory impairment after TB treatment — affects many TB survivors.,"Lefu la matšoafo kamora lefuba, ho tsoela pele ha mathata a ho hema le kamora hore kalafo ea lefuba e phethoe, le ama batho ba bangata ba kileng ba tšoaroa ke lefuba."
1206,Tuberculosis,TB treatment in children uses weight-based dosing of the same first-line drugs used in adults.,"Bana ba tšoeroeng ke lefuba ba fuoa meriana e tšoanang le ea batho ba baholo, empa palo ea meriana e itšetlehile ka boima ba 'mele ba ngoana."
1207,Tuberculosis,Child-friendly TB drug formulations such as dispersible tablets improve dosing accuracy in young children.,"Matlapa a lefuba a etselitsoeng bana, a qhibilihang metsing habonolo, a thusa hore bana ba fumane palo e nepahetseng ea meriana."
1208,Tuberculosis,TB meningitis in children requires a longer treatment duration of at least nine to twelve months.,"Ha ngoana a e-na le lefuba la boko (TB meningitis), o lokela ho noa meriana nako e telele, bonyane likhoeli tse 9 ho isa ho tse 12."
1209,Tuberculosis,Corticosteroids are used alongside TB treatment for TB meningitis and pericarditis to reduce inflammation.,"Meriana ea corticosteroid e fuoa bakuli hammoho le meriana ea lefuba ha ba e-na le TB meningitis kapa pericarditis, e le ho fokotsa ho ruruha."
1210,Tuberculosis,Children with TB should be assessed for nutritional status and provided with nutritional support.,"Bana ba tšoeroeng ke lefuba ba lokela ho hlahlojoa hore na ba fumana phepo e nepahetseng, 'me ba thusoe ka lijo kapa phepo e matlafatsang bophelo ba bona."
1211,Tuberculosis,Parents and caregivers must be educated about the importance of completing TB treatment in their children.,Batsoali le bahlokomeli ba lokela ho ruteloa bohlokoa ba hore bana ba qete meriana ea lefuba ka botlalo.
1212,Tuberculosis,Household contacts of a child with TB should be screened for TB and latent TB infection.,Batho ba lulang le ngoana ea tšoeroeng ke lefuba ba lokela ho hlahlojoa ho bona hore na ba na le lefuba kapa tšoaetso ea lefuba e so hlahise matšoao.
1213,Tuberculosis,Children under five who are household contacts of a TB case should receive TB preventive therapy.,Bana ba ka tlase ho lilemo tse 5 ba lulang le motho ea tšoeroeng ke lefuba ba lokela ho fuoa meriana e thusang ho thibela hore ba tšoaroe ke lefuba.
1214,Tuberculosis,TB in adolescents is often under-diagnosed because symptoms may be attributed to other causes.,Hangata lefuba ho bacha ha le fumanoe kapele hobane matšoao a lona a ka ferekanngoa le a mafu a mang
1215,Tuberculosis,"Adolescents with TB face unique challenges including school disruption, stigma, and adherence difficulties.","Bacha ba tšoeroeng ke lefuba ba ka ba le mathata a kang ho fetoa ke sekolo, ho khetholloa ke batho, le ho thatafalloa ke ho noa meriana ka nepo."
1216,Tuberculosis,Pregnant women with TB should be treated immediately as untreated TB poses greater risk than the drugs.,"Mosali ea moimana ea nang le lefuba o lokela ho fumana kalafo kapele, hobane ho se phekole lefuba ho kotsi ho feta ho noa meriana ea lona."
1217,Tuberculosis,Streptomycin should not be used in pregnant women due to the risk of foetal ototoxicity.,Basali ba bakhachane ha baa lokela ho fuoa Streptomycin hobane e ka senya kutlo ea lesea le ntseng le hōla ka pōpelong.
1218,Tuberculosis,Breastfeeding is safe for women on standard first-line TB treatment.,Ho anyesa ho bolokehile ho basali ba noang meriana e tloaelehileng ea mantlha ea kalafo ea lefuba (TB).
1219,Tuberculosis,Elderly patients may require dose adjustments of TB drugs due to reduced kidney and liver function.,Bakuli ba hōlileng ba ka ’na ba hloka ho fetoleloa litekanyetso tsa meriana ea TB ka lebaka la ho fokotseha ha tšebetso ea liphio le sebete.
1220,Tuberculosis,Patients with chronic liver disease require careful monitoring and possible drug substitutions during TB treatment.,Bakuli ba nang le lefu le sa foleng la sebete ba hloka ho behiloe leihlo ka hloko le mohlomong ho nkeloa meriana e meng sebaka nakong ea kalafo ea TB.
1221,Tuberculosis,Patients with chronic kidney disease may need dose adjustments for renally cleared TB drugs.,Bakuli ba nang le lefu le sa foleng la liphio ba ka ’na ba hloka ho fetoleloa litekanyetso tsa meriana ea TB e ntšoang ke liphio.
