sentence_id,domain_category,english_text,sesotho_text
3201,Symptoms and Complaints,I have been having episodes of sudden numbness on one side.,
3202,Symptoms and Complaints,I have weakness in my face on one side.,
3203,Symptoms and Complaints,I have difficulty swallowing and feel like food is getting stuck.,
3204,Symptoms and Complaints,I have been having episodes of sudden vision loss.,
3205,Symptoms and Complaints,I have weakness in both my legs.,
3206,Symptoms and Complaints,I have difficulty controlling my bladder.,
3207,Symptoms and Complaints,I have been having episodes of sudden severe dizziness.,
3208,Symptoms and Complaints,I have weakness in both my arms.,
3209,Symptoms and Complaints,I have been having episodes of sudden loss of speech.,
3210,Symptoms and Complaints,I have difficulty controlling my bowels.,
3211,Symptoms and Complaints,I have been having episodes of sudden severe headache with vomiting.,
3212,Symptoms and Complaints,I have weakness in my hands and cannot grip things.,
3213,Symptoms and Complaints,I have been having episodes of sudden severe neck stiffness.,
3214,Symptoms and Complaints,I have difficulty with my memory and cannot remember recent events.,
3215,Symptoms and Complaints,I have been having episodes of sudden severe back pain with leg weakness.,
3216,Symptoms and Complaints,I have weakness in my feet and keep tripping.,
3217,Symptoms and Complaints,I have been having episodes of sudden severe facial pain.,
3218,Symptoms and Complaints,I have difficulty concentrating and feel very distracted.,
3219,Symptoms and Complaints,I have been having episodes of sudden severe arm pain.,
3220,Symptoms and Complaints,I have weakness in my neck and cannot hold my head up.,
3221,Symptoms and Complaints,I have been having episodes of sudden severe leg pain.,
3222,Symptoms and Complaints,I have difficulty with my coordination and keep dropping things.,
3223,Symptoms and Complaints,I have been having episodes of sudden severe chest pain with arm numbness.,
3224,Symptoms and Complaints,I have weakness in my tongue and difficulty speaking clearly.,
3225,Symptoms and Complaints,I have been having episodes of sudden severe abdominal pain with back pain.,
3226,Symptoms and Complaints,I have difficulty with my vision and see flashing lights.,
3227,Symptoms and Complaints,I have been having episodes of sudden severe eye pain.,
3228,Symptoms and Complaints,I have weakness in my jaw and difficulty chewing.,
3229,Symptoms and Complaints,I have been having episodes of sudden severe ear pain.,
3230,Symptoms and Complaints,I have difficulty with my hearing and everything sounds muffled.,
3231,Symptoms and Complaints,I have been having episodes of sudden severe tooth pain.,
3232,Symptoms and Complaints,I have weakness in my eyelids and they keep drooping.,
3233,Symptoms and Complaints,I have been having episodes of sudden severe shoulder pain.,
3234,Symptoms and Complaints,I have difficulty with my smell and cannot smell anything.,
3235,Symptoms and Complaints,I have been having episodes of sudden severe hip pain.,
3236,Symptoms and Complaints,I have weakness in my fingers and cannot button my clothes.,
3237,Symptoms and Complaints,I have been having episodes of sudden severe knee pain.,
3238,Symptoms and Complaints,I have difficulty with my taste and everything tastes strange.,
3239,Symptoms and Complaints,I have been having episodes of sudden severe ankle pain.,
3240,Symptoms and Complaints,I have weakness in my toes and cannot feel them.,
3241,Symptoms and Complaints,I have been having episodes of sudden severe foot pain.,
3242,Symptoms and Complaints,I have difficulty with my balance and keep falling.,
3243,Symptoms and Complaints,I have been having episodes of sudden severe wrist pain.,
3244,Symptoms and Complaints,I have weakness in my whole body and cannot move.,
3245,Symptoms and Complaints,I have been having episodes of sudden severe elbow pain.,
3246,Symptoms and Complaints,I have difficulty with my speech and slur my words.,
3247,Symptoms and Complaints,I have been having episodes of sudden severe finger pain.,
3248,Symptoms and Complaints,I have weakness in my right side and cannot use my right hand.,
3249,Symptoms and Complaints,I have been having episodes of sudden severe toe pain.,
3250,Symptoms and Complaints,I have difficulty with my writing and my handwriting has changed.,
3251,Symptoms and Complaints,I have been having episodes of sudden severe neck pain.,
3252,Symptoms and Complaints,I have weakness in my left side and cannot use my left hand.,
3253,Symptoms and Complaints,I have been having episodes of sudden severe upper back pain.,
3254,Symptoms and Complaints,I have difficulty with my reading and cannot focus on words.,
3255,Symptoms and Complaints,I have been having episodes of sudden severe lower back pain.,
3256,Symptoms and Complaints,I have weakness in my right leg and it drags when I walk.,
3257,Symptoms and Complaints,I have been having episodes of sudden severe pelvic pain.,
3258,Symptoms and Complaints,I have difficulty with my thinking and cannot make decisions.,
3259,Symptoms and Complaints,I have been having episodes of sudden severe groin pain.,
3260,Symptoms and Complaints,I have weakness in my left leg and it gives way when I walk.,
3261,Symptoms and Complaints,I have been having episodes of sudden severe thigh pain.,
3262,Symptoms and Complaints,I have difficulty with my emotions and feel very irritable.,
3263,Symptoms and Complaints,I have been having episodes of sudden severe calf pain.,
3264,Symptoms and Complaints,I have weakness in my right arm and cannot lift it above my head.,
3265,Symptoms and Complaints,I have been having episodes of sudden severe shin pain.,
3266,Symptoms and Complaints,I have difficulty with my sleep and cannot fall asleep.,
3267,Symptoms and Complaints,I have been having episodes of sudden severe heel pain.,
3268,Symptoms and Complaints,I have weakness in my left arm and cannot carry things.,
3269,Symptoms and Complaints,I have been having episodes of sudden severe arch pain.,
3270,Symptoms and Complaints,I have difficulty with my attention and cannot focus.,
3271,Symptoms and Complaints,I have been having episodes of sudden severe ball of foot pain.,
3272,Symptoms and Complaints,I have weakness in my right hand and my grip is very weak.,
3273,Symptoms and Complaints,I have been having episodes of sudden severe big toe pain.,
3274,Symptoms and Complaints,I have difficulty with my language and cannot understand what people say.,
3275,Symptoms and Complaints,I have been having episodes of sudden severe little toe pain.,
3276,Symptoms and Complaints,I have weakness in my left hand and cannot write.,
3277,Symptoms and Complaints,I have been having episodes of sudden severe thumb pain.,
3278,Symptoms and Complaints,I have difficulty with my perception and misjudge distances.,
3279,Symptoms and Complaints,I have been having episodes of sudden severe index finger pain.,
3280,Symptoms and Complaints,I have weakness in my right foot and cannot point my toes.,
3281,Symptoms and Complaints,I have been having episodes of sudden severe middle finger pain.,
3282,Symptoms and Complaints,I have difficulty with my orientation and get lost easily.,
3283,Symptoms and Complaints,I have been having episodes of sudden severe ring finger pain.,
3284,Symptoms and Complaints,I have weakness in my left foot and cannot flex my ankle.,
3285,Symptoms and Complaints,I have been having episodes of sudden severe little finger pain.,
3286,Symptoms and Complaints,I have difficulty with my judgment and make poor decisions.,
3287,Symptoms and Complaints,I have been having episodes of sudden severe palm pain.,
3288,Symptoms and Complaints,I have a rash on my body that is very itchy.,
3289,Symptoms and Complaints,"I have red, swollen eyes that are very painful.",
3290,Symptoms and Complaints,I have a rash on my face that is spreading.,
3291,Symptoms and Complaints,I have yellow eyes and yellow skin.,
3292,Symptoms and Complaints,I have a rash on my arms that is blistering.,
3293,Symptoms and Complaints,I have red eyes with a discharge.,
3294,Symptoms and Complaints,I have a rash on my legs that is very red.,
3295,Symptoms and Complaints,I have swollen eyelids that are very itchy.,
3296,Symptoms and Complaints,I have a rash on my chest that is very painful.,
3297,Symptoms and Complaints,I have blurred vision in my right eye.,
3298,Symptoms and Complaints,I have a rash on my back that is very dry.,
3299,Symptoms and Complaints,I have blurred vision in my left eye.,
3300,Symptoms and Complaints,I have a rash on my hands that is peeling.,
3301,Symptoms and Complaints,I have a sudden loss of vision in my right eye.,
3302,Symptoms and Complaints,I have a rash on my feet that is very sore.,
3303,Symptoms and Complaints,I have a sudden loss of vision in my left eye.,
3304,Symptoms and Complaints,I have a rash on my neck that is very itchy.,
3305,Symptoms and Complaints,I have flashing lights in my vision.,
3306,Symptoms and Complaints,I have a rash on my scalp that is very scaly.,
3307,Symptoms and Complaints,I have floaters in my vision.,
3308,Symptoms and Complaints,I have a rash on my groin that is very red and moist.,
3309,Symptoms and Complaints,I have double vision that is getting worse.,
3310,Symptoms and Complaints,I have a rash on my armpits that is very itchy.,
3311,Symptoms and Complaints,I have pain behind my right eye.,
3312,Symptoms and Complaints,I have a rash on my buttocks that is very sore.,
3313,Symptoms and Complaints,I have pain behind my left eye.,
3314,Symptoms and Complaints,I have a rash on my abdomen that is very itchy.,
3315,Symptoms and Complaints,I have a shadow in my vision.,
3316,Symptoms and Complaints,I have a rash on my thighs that is very red.,
3317,Symptoms and Complaints,I have a curtain coming down over my vision.,
3318,Symptoms and Complaints,I have a rash on my shins that is very dry.,
3319,Symptoms and Complaints,I have redness and irritation in both eyes.,
3320,Symptoms and Complaints,I have a rash on my forearms that is very itchy.,
3321,Symptoms and Complaints,I have a gritty feeling in my eyes.,
3322,Symptoms and Complaints,I have a rash on my upper arms that is blistering.,
3323,Symptoms and Complaints,I have a watery discharge from my eyes.,
3324,Symptoms and Complaints,I have a rash on my lower legs that is very sore.,
3325,Symptoms and Complaints,I have a thick yellow discharge from my eyes.,
3326,Symptoms and Complaints,I have a rash on my fingers that is peeling.,
3327,Symptoms and Complaints,I have sensitivity to light in my eyes.,
3328,Symptoms and Complaints,I have a rash on my toes that is very itchy.,
3329,Symptoms and Complaints,I have a burning sensation in my eyes.,
3330,Symptoms and Complaints,I have a rash on my palms that is very red.,
3331,Symptoms and Complaints,I have itching in my eyes that is constant.,
3332,Symptoms and Complaints,I have a rash on the soles of my feet that is very sore.,
3333,Symptoms and Complaints,I have swelling around my eyes.,
3334,Symptoms and Complaints,I have a rash on my face that is very scaly.,
3335,Symptoms and Complaints,I have redness in the whites of my eyes.,
3336,Symptoms and Complaints,I have a rash on my ears that is very itchy.,
3337,Symptoms and Complaints,I have a cloudy appearance in my vision.,
3338,Symptoms and Complaints,I have a rash on my lips that is very sore.,
3339,Symptoms and Complaints,I have a ring of light around objects in my vision.,
3340,Symptoms and Complaints,I have a rash on my tongue that is very painful.,
3341,Symptoms and Complaints,I have difficulty seeing in dim light.,
3342,Symptoms and Complaints,I have a rash on my gums that is very red.,
3343,Symptoms and Complaints,I have difficulty seeing in bright light.,
3344,Symptoms and Complaints,I have a rash on my inner thighs that is very moist.,
3345,Symptoms and Complaints,I have a loss of peripheral vision.,
3346,Symptoms and Complaints,I have a rash on my lower back that is very itchy.,
3347,Symptoms and Complaints,I have a loss of central vision.,
3348,Symptoms and Complaints,I have a rash on my upper back that is very dry.,
3349,Symptoms and Complaints,I have a distortion in my vision.,
3350,Symptoms and Complaints,I have a rash on my chest and back that is very painful.,
3351,Symptoms and Complaints,I have a change in colour perception.,
3352,Symptoms and Complaints,I have a rash on my whole body that is very itchy.,
3353,Symptoms and Complaints,I have a decrease in visual acuity.,
3354,Symptoms and Complaints,I have a rash that started on my face and spread to my body.,
3355,Symptoms and Complaints,I have an increase in eye pressure.,
3356,Symptoms and Complaints,I have a rash that is accompanied by fever.,
3357,Symptoms and Complaints,I have a decrease in eye pressure.,
3358,Symptoms and Complaints,I have a rash that is accompanied by joint pain.,
3359,Symptoms and Complaints,I have a change in the appearance of my iris.,
3360,Symptoms and Complaints,I have a rash that is accompanied by swollen lymph nodes.,
3361,Symptoms and Complaints,I have a change in the size of my pupil.,
3362,Symptoms and Complaints,I have a rash that is accompanied by mouth sores.,
3363,Symptoms and Complaints,I have a change in the shape of my pupil.,
3364,Symptoms and Complaints,I have a rash that is accompanied by hair loss.,
3365,Symptoms and Complaints,I have a change in the colour of my pupil.,
3366,Symptoms and Complaints,I have a rash that is accompanied by nail changes.,
3367,Symptoms and Complaints,I have a change in the position of my eye.,
3368,Symptoms and Complaints,I have a rash that is accompanied by eye redness.,
3369,Symptoms and Complaints,I have a change in the movement of my eye.,
3370,Symptoms and Complaints,I have a rash that is accompanied by swelling.,
3371,Symptoms and Complaints,I have a change in the alignment of my eyes.,
3372,Symptoms and Complaints,I have a rash that is accompanied by blistering.,
3373,Symptoms and Complaints,I have a change in the appearance of my eyelid.,
3374,Symptoms and Complaints,I have a rash that is accompanied by peeling skin.,
3375,Symptoms and Complaints,I have a change in the position of my eyelid.,
3376,Symptoms and Complaints,I have a rash that is accompanied by crusting.,
3377,Symptoms and Complaints,I have a change in the movement of my eyelid.,
3378,Symptoms and Complaints,I have a rash that is accompanied by weeping.,
3379,Symptoms and Complaints,I have a change in the colour of my eyelid.,
3380,Symptoms and Complaints,I have a rash that is accompanied by scaling.,
3381,Symptoms and Complaints,I have a change in the texture of my eyelid.,
