sentence_id,domain_category,english_text,sesotho_text
4801,General Patient Education,Health education is a lifelong journey of learning and growth.,Thuto ea bophelo bo botle ke leeto la bophelo bohle la ho ithuta le ho hola.
4802,General Patient Education,Using a condom correctly every time you have sex prevents HIV and STIs.,Ho sebelisa condom ka nepo nako le nako ha o kopana ka thobalano ho thibela HIV le li-STI.
4803,General Patient Education,Condoms are available free of charge at all public health clinics.,Li-condom li fumaneha mahala likiliniking tsohle tsa bophelo bo botle tsa sechaba.
4804,General Patient Education,Both male and female condoms are available at the clinic.,Li-condom tsa banna le tsa basali li fumaneha klinikeng.
4805,General Patient Education,Use a new condom every time you have sexual intercourse.,Sebelisa condom e ncha nako le nako ha o kopana ka thobalano.
4806,General Patient Education,Check the expiry date on the condom before using it.,Hlahloba letsatsi la ho fela la condom pele ho e sebelisa.
4807,General Patient Education,Do not use oil-based lubricants with latex condoms.,O se ke oa sebelisa li-lubricant tse thehiloeng ho oli le li-condom tsa latex.
4808,General Patient Education,Water-based lubricants are safe to use with condoms.,Li-lubricant tse thehiloeng ho metsi li bolokehile ho sebelisa le li-condom.
4809,General Patient Education,PrEP is a medication that prevents HIV in HIV-negative people.,PrEP ke moriana o thibelang HIV ho batho ba sa nang HIV.
4810,General Patient Education,Ask your clinic about PrEP if you are at high risk of HIV.,Botsa kliniki ea hao ka PrEP haeba o le kotsing e phahameng ea HIV.
4811,General Patient Education,PEP is an emergency medication taken after possible HIV exposure.,PEP ke moriana oa tšohanyetso o nkoang ka mor'a ho ka amoa HIV.
4812,General Patient Education,PEP must be started within seventy-two hours of exposure.,PEP e tlameha ho qalisoa ka hare ho lihora tse mashome a supileng le metso e mebeli ea ho amoa.
4813,General Patient Education,PEP must be taken for twenty-eight days without missing doses.,PEP e tlameha ho nkoa matsatsi a mashome a mabeli le metso e robeli ntle le ho lahlehela li-dose.
4814,General Patient Education,Seek medical attention immediately after a possible HIV exposure.,Batla tlhokomelo ea bongaka hang hang ka mor'a ho ka amoa HIV.
4815,General Patient Education,Get tested for HIV and STIs regularly if you are sexually active.,Hlahlojoa bakeng sa HIV le li-STI ka mehla haeba o kopana ka thobalano.
4816,General Patient Education,Knowing your HIV status protects you and your partner.,Ho tseba boemo ba hao ba HIV bo sireletsa uena le molekane oa hao.
