sentence_id,domain_category,english_text,sesotho_text
601,HIV,I am 65 years old and I have been living with HIV for 20 years.,Ke na le lilemo tse 65 mme ke phela le HIV ka lilemo tse 20.
602,HIV,I have HIV and I have also been diagnosed with diabetes.,Ke na le HIV mme ke boetse ke fuoe bolwetse ba tsoekere.
603,HIV,I have HIV and high blood pressure and I take many medicines every day.,Ke na le HIV le khatello e phahameng ea mali mme ke nka meriana e mengata letsatsi le leng le le leng.
604,HIV,I want to join a support group for people living with HIV.,Ke batla ho kenela sehlopha sa tshehetso bakeng sa batho ba phelang le HIV.
605,HIV,I have been living with HIV for two years and I have not told anyone.,Ke phela le HIV ka lilemo tse peli mme ha ke eso bolelle motho.
606,HIV,Directly observed therapy can help people who struggle with ART adherence.,Phekolo e shebilloeng ka kotloloho e ka thusa batho ba tobanang le mathata a ho latela ART.
607,HIV,Mobile phone reminders and SMS messages can improve ART adherence.,Litemoso tsa mohala le melaetsa ea SMS li ka ntlafatsa ho latela ART.
608,HIV,Adherence clubs bring together groups of stable HIV patients to collect medicines together.,Maklabo a ho latela a koahanya lihlopha tsa bakuli ba HIV ba tsitsitseng ho kgotha meriana hammoho.
609,HIV,Adherence counselling should be provided at every clinic visit not just at initiation.,Keletso ea ho latela e lokela ho fanoa letsetsong le leng le le leng la kliniki eseng ho qala feela.
610,HIV,Identifying and addressing barriers to adherence improves treatment outcomes.,Ho tseba le ho sebetsana le meqoqo ea ho latela ho ntlafatsa liphetho tsa phekolo.
611,HIV,"Poverty, transport costs, and work commitments are common barriers to ART adherence.","Bofuma, litšenyehelo tsa lipalangoa, le boikarabello ba mosebetsi ke meqoqo e tloaelehileng ea ho latela ART."
612,HIV,Stigma and fear of disclosure are significant barriers to ART adherence.,Kekello le tšabo ea ho senola ke meqoqo e bohlokoa ea ho latela ART.
613,HIV,Side effects are one of the most common reasons people stop taking ART.,Litlamorao tsa moriana ke e 'ngoe ea mabaka a atileng ka ho fetisisa ao batho ba emang ho nka ART.
614,HIV,Switching to a better-tolerated ART regimen can improve adherence.,Ho fetohela lenanong la ART le mamelloang hantle ho ka ntlafatsa ho latela.
615,HIV,Peer support from other people living with HIV significantly improves ART adherence.,Tshehetso ea bahlankana ho tsoa ho batho ba bang ba phelang le HIV e ntlafatsa ho latela ART haholo.
616,HIV,Task-shifting allows trained community health workers to support HIV care delivery.,Ho fetisetsa mesebetsi e fapaneng ho lumella basebetsi ba bophelo bo botle ba sechaba ba koetlisitsoeng ho tshehetsa ho fana ka tlhokomelo ea HIV.
617,HIV,Nurse-initiated ART has expanded access to treatment in under-resourced settings.,ART e qalilloeng ke baoki e atolositsa phihlello ea phekolo libakeng tse hlokang mehloli.
618,HIV,Decentralisation of HIV services brings care closer to communities.,Ho abeloa ha litshebeletso tsa HIV ho tlisa tlhokomelo haufi le sechaba.
619,HIV,Point-of-care viral load testing reduces delays in identifying treatment failure.,Ho lekoa ha viral load sebakeng sa tlhokomelo ho fokotsa ho lieha ha ho tseba ho hloleha ha phekolo.
620,HIV,Digital health tools including telemedicine can support HIV care in remote areas.,Lisebelisoa tsa bophelo bo botle tsa dijithale ho kenyelletsa telemedicine li ka tshehetsa tlhokomelo ea HIV libakeng tse hole.
621,HIV,"HIV programme data should be disaggregated by age, sex, and population group.","Data ea lenaneo la HIV e lokela ho aroloa ka lilemo, bong, le sehlopha sa sechaba."
622,HIV,Quality improvement initiatives in HIV clinics lead to better patient outcomes.,Meketso ea ntlafatso ea boleng likhlinikhing tsa HIV e lebisa liphetho tse ntle tsa bakuli.
623,HIV,Patient satisfaction surveys help identify gaps in HIV service delivery.,Lipatlisiso tsa khotsofalo ea bakuli li thusa ho tseba maqeba ho faneng ka litshebeletso tsa HIV.
624,HIV,HIV national strategic plans guide the response at country level.,Maano a naha a leano la HIV a etelela karabelo maemong a naha.
625,HIV,Multi-sectoral collaboration is essential for an effective national HIV response.,Tšebelisano ea likarolo tse ngata e bohlokoa bakeng sa karabelo ea naha ea HIV e sebetsang.
626,HIV,I have been undetectable for three years and I feel like myself again.,Ke bile le viral load e sa fumaneheng ka lilemo tse tharo mme ke ikutloa ke le nna hape.
627,HIV,I want to tell my story to help other people living with HIV feel less alone.,Ke batla ho bolela pale ea ka ho thusa batho ba bang ba phelang le HIV hore ba ikutloe ba se mong hanyane.
628,HIV,I did not think I would live this long after my HIV diagnosis but here I am.,Ha ke a nahana hore nka phela nako e telele joalo ka mor'a ho fuoa HIV empa ke le mona.
629,HIV,My children do not know I have HIV and I am not sure when to tell them.,Bana ba ka ha ba tsebe hore ke na le HIV mme ha ke tsebe nako eo ke tla ba bolella ka eona.
630,HIV,I have been healthy on ART for ten years and I still come to the clinic every three months.,Ke phela hantle holim'a ART ka lilemo tse leshome mme ke ntse ke tla klinikhing likhoeli tse tharo le tse tharo.
631,HIV,I want to know more about the new long-acting HIV injection so I do not have to take pills every day.,Ke batla ho tseba haholoanyane ka ente e ncha ea HIV e sebetsang nako e telele hore ke se ke nke lipilisi letsatsi le leng le le leng.
