sentence_id,domain_category,english_text,sesotho_text
201,HIV,Never use an oil-based lubricant with a latex condom as it can cause the condom to break.,
202,HIV,Check the expiry date on a condom before using it.,
203,HIV,Store condoms in a cool dry place away from direct sunlight.,
204,HIV,Never use two condoms at the same time as friction can cause them to break.,
205,HIV,PrEP is recommended for people who are at high risk of HIV including partners of HIV-positive people.,
206,HIV,PrEP must be taken every day to be effective.,
207,HIV,PrEP does not protect against other sexually transmitted infections.,
208,HIV,People on PrEP should be tested for HIV every three months.,
209,HIV,PEP is not a substitute for regular HIV prevention methods.,
210,HIV,PEP involves taking ART medicines for 28 days after a possible HIV exposure.,
211,HIV,Knowing your HIV status helps you make informed decisions about your health.,
212,HIV,HIV testing is voluntary and no one can force you to be tested.,
213,HIV,You have the right to pre-test and post-test counselling.,
214,HIV,Pre-test counselling explains what HIV is and what the test involves.,
215,HIV,Post-test counselling provides support and guidance after you receive your results.,
216,HIV,A reactive HIV test result means you may have HIV and a confirmatory test is needed.,
217,HIV,A non-reactive HIV test result means no HIV antibodies were detected.,
218,HIV,HIV antibody tests detect antibodies produced by the body in response to HIV infection.,
219,HIV,Fourth-generation HIV tests can detect both HIV antibodies and the p24 antigen.,
220,HIV,HIV RNA tests can detect the virus itself and are used in special circumstances.,
221,HIV,Index testing involves offering HIV tests to sexual partners and children of people diagnosed with HIV.,
222,HIV,HIV testing should be repeated annually for people at ongoing risk.,
223,HIV,Pregnant women who tested HIV-negative should be retested in the third trimester.,
224,HIV,HIV testing for children exposed to HIV should follow the national testing schedule.,
225,HIV,Mobile HIV testing units bring testing services to communities.,
226,HIV,HIV stigma is one of the biggest barriers to HIV prevention and treatment.,
227,HIV,Stigma and discrimination cause people to avoid HIV testing and treatment.,
228,HIV,Healthcare workers must treat all patients with HIV with respect and without judgment.,
229,HIV,Self-stigma occurs when a person living with HIV internalises negative beliefs about themselves.,
230,HIV,Education and awareness campaigns can reduce HIV stigma in communities.,
231,HIV,Laws that criminalise HIV transmission can increase stigma and reduce testing.,
232,HIV,People living with HIV have the same rights to employment as everyone else.,
233,HIV,An employer cannot dismiss an employee solely because of their HIV status.,
234,HIV,Children living with HIV have the right to attend school.,
