sentence_id,domain_category,english_text,sesotho_text
4001,Maternal and Child Health,I think I am pregnant and would like to confirm.,
4002,Maternal and Child Health,I have missed my period for two months.,
4003,Maternal and Child Health,I did a home pregnancy test and it was positive.,
4004,Maternal and Child Health,I would like to book my first antenatal appointment.,
4005,Maternal and Child Health,I am eight weeks pregnant and have not yet seen a doctor.,
4006,Maternal and Child Health,I am attending my first antenatal visit today.,
4007,Maternal and Child Health,I would like to know how many antenatal visits I need.,
4008,Maternal and Child Health,I have been told to come for antenatal care every month.,
4009,Maternal and Child Health,I am in my first trimester and feeling very nauseous.,
4010,Maternal and Child Health,I have been vomiting every morning since I became pregnant.,
4011,Maternal and Child Health,I feel dizzy and weak during my pregnancy.,
4012,Maternal and Child Health,I have been experiencing lower back pain during my pregnancy.,
4013,Maternal and Child Health,I have swollen feet and ankles during my pregnancy.,
4014,Maternal and Child Health,I have been having headaches throughout my pregnancy.,
4015,Maternal and Child Health,I noticed my hands and face are swollen this morning.,
4016,Maternal and Child Health,I have been feeling very tired during my pregnancy.,
4017,Maternal and Child Health,I have been experiencing heartburn during my pregnancy.,
4018,Maternal and Child Health,I have difficulty sleeping because of my pregnancy.,
4019,Maternal and Child Health,I have been having leg cramps at night during my pregnancy.,
4020,Maternal and Child Health,I feel short of breath when I walk during my pregnancy.,
4021,Maternal and Child Health,I have been told my blood pressure is high during pregnancy.,
4022,Maternal and Child Health,I was diagnosed with gestational diabetes during my pregnancy.,
4023,Maternal and Child Health,I have been told I have anaemia during my pregnancy.,
4024,Maternal and Child Health,I was given iron tablets at my antenatal visit.,
4025,Maternal and Child Health,I was given folic acid supplements at my first antenatal visit.,
4026,Maternal and Child Health,I was told to take calcium supplements during my pregnancy.,
4027,Maternal and Child Health,I received a tetanus injection at my antenatal visit.,
4028,Maternal and Child Health,I was screened for HIV at my first antenatal appointment.,
4029,Maternal and Child Health,I tested positive for HIV during my antenatal visit.,
4030,Maternal and Child Health,I was started on ART to protect my baby from HIV.,
4031,Maternal and Child Health,I was told to take my ART medication every day during pregnancy.,
4032,Maternal and Child Health,I was screened for syphilis at my antenatal visit.,
4033,Maternal and Child Health,I was told I have syphilis and need treatment immediately.,
4034,Maternal and Child Health,I was screened for TB during my antenatal visit.,
