sentence_id,domain_category,english_text,sesotho_text
1,HIV,Antiretroviral therapy should be started as soon as possible after an HIV diagnosis.,Phekolo ea lithibela-mafofore (Antiretroviral therapy) e lokela ho qaleha kapele kamoo ho ka khonehang ka mor'a ho fumanoa u ena le tšoaetso ea HIV.
2,HIV,All people living with HIV should receive antiretroviral therapy regardless of their CD4 count.,Batho bohle ba phelang le tšoaetso ea HIV ba lokela ho fumana phekolo ea lithibela-mafofore (antiretroviral therapy) ho sa tsotellehe boemo ba lisele tsa bona tsa tšireletso tsa CD4 (CD4 count).
3,HIV,Starting ART early reduces the risk of serious illness and death.,Ho qala phekolo ea lithibela-mafofore (ART) kapele ho fokotsa kotsi ea ho kula haholo le lefu.
4,HIV,Your doctor will choose the best ART regimen based on your health and other medicines you take.,Ngaka ea hau e tla khetha moralo o motle oa phekolo ea lithibela-mafofore (ART regimen) ho latela bophelo ba hau le meriana e meng eo u e nwang.
5,HIV,ART does not cure HIV but it controls the virus and protects your immune system.,"Phekolo ea lithibela-mafofore (ART) ha e phekole HIV ho e qeta, empa e laola kokwanahloko le ho ts'ireletsa sesole sa mmele sa hau."
6,HIV,You must take ART every day for the rest of your life.,U lokela ho nwa phekolo ea lithibela-mafofore (ART) letsatsi le leng le le leng bophelo bohle ba hau.
7,HIV,Missing doses of ART can cause the virus to become resistant to treatment.,"Ho tlola meriana ea phekolo ea lithibela-mafofore (ART) ho ka etsa hore kokwanahloko e rutehe 'me e tloaele moriana, ebe e thibela phekolo ho sebetsa (treatment resistance)."
8,HIV,Taking ART at the same time every day helps maintain the right level of medicine in your blood.,Ho nwa phekolo ea lithibela-mafofore (ART) ka nako e tšoanang letsatsi le leng le le leng ho thusa ho boloka boemo bo nepahetseng ba moriana maling a hau.
9,HIV,ART reduces the amount of HIV in your blood to very low levels.,Phekolo ea lithibela-mafofore (ART) e fokotsa bongata ba kokwanahloko ea HIV maling a hau ho fihla maemong a tlase haholo.
10,HIV,People on ART can live long and healthy lives.,Batho ba phelang ka phekolo ea lithibela-mafofore (ART) ba ka phela bophelo bo bolelele le bo nang le bophelo bo botle.
11,HIV,ART protects your immune system by keeping your CD4 count high.,Phekolo ea lithibela-mafofore (ART) e ts'ireletsa sesole sa mmele sa hau ka ho boloka boemo ba lisele tsa CD4 bo phahame.
12,HIV,The goal of ART is to make the viral load undetectable in your blood.,Sepheo sa phekolo ea lithibela-mafofore (ART) ke ho etsa hore bongata ba kokwanahloko (viral load) bo fokotsehe hoo bo ke keng ba hlola bo bonahala maling a hau (undetectable).
13,HIV,An undetectable viral load means the treatment is working.,Bongata ba kokwanahloko bo sa hloleng bo bonahala (undetectable viral load) bo bolela hore phekolo e ntse e sebetsa hantle.
14,HIV,Do not stop taking your ART even if you feel healthy.,U se ke ua tlohela ho nwa phekolo ea lithibela-mafofore (ART) leha u ikutloa u phetse hantle e bile u le matla.
15,HIV,Tell your healthcare provider if you have difficulty taking your medicines every day.,Polella mofani oa hau oa tlhokomelo ea bophelo (ngaka kapa moki) haeba u na le bothata ba ho nwa meriana ea hau letsatsi le leng le le leng.
16,HIV,A pill organiser can help you remember to take your medicines on time.,"""Sehlophisi sa lipilisi (pill organiser) se ka u thusa ho hopola ho nwa meriana ea hau ka nako e nepahetseng."
17,HIV,Setting a daily alarm can help you remember to take your HIV medicine.,Ho jala alamo ea letsatsi le leng le le leng ho ka u thusa ho hopola ho nwa moriana oa hau oa HIV.
18,HIV,Ask a trusted friend or family member to help remind you to take your medicine.,Kopa motsoalle kapa setho sa lelapa seo u se tšepang ho u hopotsa ho nwa moriana oa hau.
19,HIV,Your pharmacist can answer questions about your HIV medicines.,Rematanyane kapa ralechesi oa hau (pharmacist) a ka araba lipotso mabapi le meriana ea hau ea HIV.
20,HIV,Always collect your ART refill before you run out of medicine.,Kogela kapa u khee letsoho la phekolo ea hau ea lithibela-mafofore (ART) kamehla pele meriana eo u nang le eona e fela.
21,HIV,A CD4 count measures the number of CD4 cells in your blood.,Palo ea CD4 (CD4 count) e lekanya bongata ba lisele tsa CD4 maling a hau.
