sentence_id,domain_category,english_text,sesotho_text
1401,Tuberculosis,BCG should not be given to HIV-positive infants with symptomatic HIV disease.,BCG ha e lokela ho fanoa ho bana ba nang le HIV ba nang le matšoao a bolwetse ba HIV.
1402,Tuberculosis,BCG vaccination can cause a false positive tuberculin skin test result.,Ente ea BCG e ka baka sephetho sa tlhahlobo ea letlalo ea tuberculin se molemo sa bohata.
1403,Tuberculosis,BCG dissemination is a rare but serious complication of BCG vaccination in immunocompromised children.,Phatlalalo ea BCG ke bothata ba sa tloaelehang empa bo matla ba ente ea BCG ho bana ba nang le tšireletso ea 'mele e fokolang.
1404,Tuberculosis,New TB vaccines with better efficacy than BCG are urgently needed to control the global TB epidemic.,Liente tse ncha tsa TB tse sebetsang hantle ho feta BCG li hlokeha ka potlako ho laola leruo la lefu la TB lefatšeng lohle.
1405,Tuberculosis,Latent TB infection (LTBI) means TB bacteria are present in the body but are not causing active disease.,Tšoaetso ea TB e patileng (LTBI) e bolela hore bakteria ea TB e le 'meleng empa ha e bake bolwetse bo sebetsang.
1406,Tuberculosis,An estimated 1.7 billion people — about one quarter of the world's population — have latent TB infection.,Ho nahanoa hore batho ba limilione tse 1.7 — e ka bang karolo e 'ngoe ho tse nne tsa baahi ba lefatše — ba na le tšoaetso ea TB e patileng.
1407,Tuberculosis,People with latent TB infection have a 5 to 10% lifetime risk of developing active TB disease.,Batho ba nang le tšoaetso ea TB e patileng ba na le kotsi ea 5 ho isa ho 10% ea bophelo bohle ea ho ba le bolwetse ba TB bo sebetsang.
1408,Tuberculosis,The risk of LTBI progressing to active TB is highest in the first two years after infection.,Kotsi ea LTBI ea ho tsoela pele ho TB e sebetsang e phahame ka ho fetisisa lilemo tse peli tsa pele ka mor'a tšoaetso.
1409,Tuberculosis,Latent TB infection has no symptoms and is not infectious.,Tšoaetso ea TB e patileng ha e na matšoao mme ha e fetiseloe.
1410,Tuberculosis,LTBI is diagnosed using the tuberculin skin test or interferon-gamma release assay.,LTBI e fumanoa ka ho sebelisa tlhahlobo ea letlalo ea tuberculin kapa assay ea ho lokolla interferon-gamma.
1411,Tuberculosis,Treatment of LTBI prevents progression to active TB disease.,Phekolo ea LTBI e thibela ho tsoela pele ho bolwetse ba TB bo sebetsang.
1412,Tuberculosis,"LTBI treatment is recommended for HIV-positive people, recent TB contacts, and other high-risk groups.","Phekolo ea LTBI e khothalletsoa bakeng sa batho ba nang le HIV, bakopani ba sa tsoa kopana le TB, le lihlopha tse ling tse leng kotsing e phahameng."
1413,Tuberculosis,Systematic testing and treatment of LTBI in high-risk groups is a key component of the End TB Strategy.,Ho lekoa le ho phekola LTBI ka mokhoa o reriloeng ho lihlopha tse leng kotsing e phahameng ke karolo ea bohlokoa ea Leano la ho Felisa TB.
1414,Tuberculosis,"LTBI treatment uptake remains low globally due to lack of awareness, testing capacity, and drug availability.","Ho amoheloa ha phekolo ea LTBI ho ntse ho tlase lefatšeng lohle ka lebaka la ho hloka tsebo, bokgoni ba liteko, le ho fumaneha ha meriana."
1415,Tuberculosis,"TB prevention requires a combination of vaccination, infection control, treatment of latent infection, and addressing social determinants.","Thibelo ea TB e hloka kopano ea ente, taolo ea tšoaetso, phekolo ea tšoaetso e patileng, le ho sebetsana le lintlha tsa sechaba."
1416,Tuberculosis,"Improving living conditions, reducing overcrowding, and addressing poverty are essential for TB prevention.","Ho ntlafatsa maemo a bophelo, ho fokotsa ho tletse batho, le ho sebetsana le bofuma ke tsa bohlokoa bakeng sa thibelo ea TB."
1417,Tuberculosis,Adequate nutrition reduces TB risk by supporting immune function.,Phepo e lekaneng e fokotsa kotsi ea TB ka ho tshehetsa tšebetso ea tšireletso ea 'mele.
1418,Tuberculosis,Smoking cessation reduces TB risk and improves TB treatment outcomes.,Ho emisa ho tsuba ho fokotsa kotsi ea TB le ho ntlafatsa liphetho tsa phekolo ea TB.
