sentence_id,domain_category,english_text,sesotho_text
3401,Symptoms and Complaints,I have pain in my testicles.,Ke na le mahloko li-testicle tsa ka.
3402,Symptoms and Complaints,I have irregular menstrual periods.,Ke na le linako tsa khoeli tse sa tloaelehang.
3403,Symptoms and Complaints,I have very heavy menstrual bleeding.,Ke na le ho tsoa mali ha nako ea khoeli ho matla haholo.
3404,Symptoms and Complaints,I have not had a menstrual period for three months.,Ha ke so be le nako ea khoeli ka likhoeli tse tharo.
3405,Symptoms and Complaints,I have severe menstrual cramps.,Ke na le ho tšoaroa ha nako ea khoeli ho matla.
3406,Symptoms and Complaints,I have spotting between my periods.,Ke na le ho tsoa mali hanyane lipakeng tsa linako tsa khoeli.
3407,Symptoms and Complaints,I have a lump in my breast.,Ke na le sekhulo letsoeleng la ka.
3408,Symptoms and Complaints,I have pain in my breast.,Ke na le mahloko letsoeleng la ka.
3409,Symptoms and Complaints,I have a discharge from my nipple.,Ke na le seretse se tsoang ntlheng ea letsoele la ka.
3410,Symptoms and Complaints,I have swelling in my groin.,Ke na le ho ruruha groineng ea ka.
3411,Symptoms and Complaints,I have pain in my groin.,Ke na le mahloko groineng ea ka.
3412,Symptoms and Complaints,I have a lump in my groin.,Ke na le sekhulo groineng ea ka.
3413,Symptoms and Complaints,I have difficulty controlling my urine.,Ke na le bothata ba ho laola moroto oa ka.
3414,Symptoms and Complaints,I have been leaking urine when I cough.,Ke ntse ke tsoa moroto ha ke kohoa.
3415,Symptoms and Complaints,I have been leaking urine when I sneeze.,Ke ntse ke tsoa moroto ha ke thiimela.
3416,Symptoms and Complaints,I have been leaking urine when I exercise.,Ke ntse ke tsoa moroto ha ke itlama.
3417,Symptoms and Complaints,I have a feeling that my bladder is never empty.,Ke na le maikutlo a hore seboco sa ka ha se se ke sa se phela.
3418,Symptoms and Complaints,I have a sudden urge to urinate that I cannot control.,Ke na le takatso ea ho morota ka tšohanyetso eo ke ke keng ka e laola.
3419,Symptoms and Complaints,I have pain in my kidneys.,Ke na le mahloko lipitsong tsa ka.
3420,Symptoms and Complaints,I have swelling in my ankles and feet.,Ke na le ho ruruha li-ankele le maotong a ka.
3421,Symptoms and Complaints,I have frothy urine.,Ke na le moroto o nang le liporo.
3422,Symptoms and Complaints,I have dark brown urine.,Ke na le moroto o lefifi o tšoeu-bosoeu.
3423,Symptoms and Complaints,I have cloudy urine.,Ke na le moroto o fifetseng.
3424,Symptoms and Complaints,I have urine that smells very strongly.,Ke na le moroto o nang le monko o matla haholo.
3425,Symptoms and Complaints,I have very little urine output.,Ke na le moroto o nyenyane haholo.
3426,Symptoms and Complaints,I have no urine output at all.,Ha ke na moroto ho hang.
3427,Symptoms and Complaints,I have pain in my lower back that radiates to my groin.,Ke na le mahloko mokokotlong oa ka o tlase a isisoang groineng ea ka.
3428,Symptoms and Complaints,I have a feeling of pressure in my pelvis.,Ke na le maikutlo a khatello pelviseng ea ka.
3429,Symptoms and Complaints,I have pain in my ovaries.,Ke na le mahloko li-ovary tsa ka.
3430,Symptoms and Complaints,I have a lump in my abdomen.,Ke na le sekhulo mpeng ea ka.
3431,Symptoms and Complaints,I have pain in my uterus.,Ke na le mahloko mpheng oa ka.
3432,Symptoms and Complaints,I have a feeling of something falling out of my vagina.,Ke na le maikutlo a ntho e theohang vagineng ea ka.
3433,Symptoms and Complaints,I have pain in my prostate.,Ke na le mahloko prostateng ea ka.
3434,Symptoms and Complaints,I have difficulty achieving an erection.,Ke na le bothata ba ho fihlela erection.
3435,Symptoms and Complaints,I have pain during ejaculation.,Ke na le mahloko nakong ea ejaculation.
3436,Symptoms and Complaints,I have blood in my semen.,Ke na le mali semeneng ea ka.
3437,Symptoms and Complaints,I have a lump in my prostate.,Ke na le sekhulo prostateng ea ka.
