sentence_id,domain_category,english_text,sesotho_text
401,HIV,I have been having night sweats and losing weight for two months.,
402,HIV,I am HIV-positive and I am seven months pregnant.,
403,HIV,My baby tested positive for HIV at six weeks and I need help.,
404,HIV,I have HIV and my eyes have been getting blurry over the past few weeks.,
405,HIV,I have difficulty swallowing and I think it is related to my HIV.,
406,HIV,Differentiated service delivery models reduce the burden on health facilities.,
407,HIV,Multi-month dispensing of ART reduces the number of clinic visits required.,
408,HIV,Community ART distribution points bring medicines closer to people who need them.,
409,HIV,Fast-track ART refill services are available for stable patients at many clinics.,
410,HIV,Stable HIV patients on ART can collect up to three months of medicine at a time.,
411,HIV,Patients who miss clinic appointments should be traced and supported to return to care.,
412,HIV,Loss to follow-up from HIV care is a major challenge in many countries.,
413,HIV,Electronic health records improve the tracking and management of HIV patients.,
414,HIV,HIV programme data should be used to improve the quality of care.,
415,HIV,Integration of HIV services with other health services improves access and efficiency.,
416,HIV,Broadly neutralising antibodies are being studied as a potential HIV treatment and prevention tool.,
417,HIV,HIV cure research aims to eliminate the virus from the body completely.,
418,HIV,The HIV reservoir consists of cells that harbour dormant HIV and are not eliminated by ART.,
419,HIV,Shock and kill strategies aim to activate latent HIV so it can be eliminated.,
420,HIV,Gene therapy approaches are being explored as a potential HIV cure strategy.,
421,HIV,An effective HIV vaccine would be the most powerful tool to end the epidemic.,
422,HIV,Several HIV vaccine candidates are currently in clinical trials.,
423,HIV,Lenacapavir is a long-acting injectable HIV medicine given twice a year.,
424,HIV,Cabotegravir plus rilpivirine is a long-acting injectable ART regimen given every two months.,
425,HIV,Islatravir is a novel antiretroviral being studied as part of long-acting treatment regimens.,
426,HIV,Key populations are groups at higher risk of HIV due to specific behaviours or circumstances.,
427,HIV,"Key populations include sex workers, men who have sex with men, transgender people, and people who inject drugs.",
428,HIV,Key populations face stigma and discrimination that prevent them from accessing HIV services.,
429,HIV,HIV services for key populations must be non-judgmental and confidential.,
430,HIV,Peer-led outreach programmes are effective at reaching key populations with HIV services.,
431,HIV,Criminalisation of key populations increases HIV risk by driving them away from health services.,
432,HIV,"Sex workers have the right to access HIV prevention, testing, and treatment services.",
433,HIV,Condom distribution programmes for sex workers are an effective HIV prevention strategy.,
434,HIV,Men who have sex with men are disproportionately affected by HIV in many regions.,
435,HIV,PrEP is highly recommended for men who have sex with men at high risk of HIV.,
436,HIV,Transgender women have one of the highest HIV prevalence rates of any population group.,
437,HIV,HIV services for transgender people should be integrated with gender-affirming care.,
438,HIV,Needle and syringe programmes reduce HIV transmission among people who inject drugs.,
439,HIV,Opioid substitution therapy reduces HIV risk in people who inject drugs.,
440,HIV,People in prisons and closed settings have higher HIV prevalence than the general population.,
441,HIV,HIV testing and ART must be available in all prisons and detention centres.,
442,HIV,Migrants and refugees may face barriers to accessing HIV services.,
443,HIV,HIV services should be accessible to all people regardless of nationality or immigration status.,
444,HIV,Homeless people living with HIV face particular challenges in maintaining ART adherence.,
445,HIV,Integrated social support is essential for homeless people living with HIV.,
446,HIV,Women and girls account for more than half of all people living with HIV in sub-Saharan Africa.,
447,HIV,Gender inequality and power imbalances increase women's vulnerability to HIV.,
448,HIV,Women often have less power to negotiate condom use with their partners.,
449,HIV,Intimate partner violence is associated with increased HIV risk in women.,
450,HIV,Women who experience violence are less likely to access HIV testing and treatment.,
451,HIV,HIV programmes must address gender-based violence as part of a comprehensive response.,
452,HIV,Economic empowerment of women reduces their vulnerability to HIV.,
453,HIV,Men are less likely than women to test for HIV and access treatment.,
454,HIV,Engaging men in HIV prevention and treatment is essential for ending the epidemic.,
455,HIV,Harmful gender norms that discourage men from seeking healthcare increase HIV mortality.,
456,HIV,"Access to HIV prevention, testing, and treatment is a fundamental human right.",
457,HIV,HIV-related discrimination in healthcare settings is a violation of human rights.,
458,HIV,People living with HIV have the right to privacy and confidentiality.,
459,HIV,Forced HIV testing is a violation of human rights and undermines public health.,
460,HIV,People living with HIV have the right to marry and have children.,
461,HIV,Travel restrictions based on HIV status are discriminatory and should be abolished.,
462,HIV,People living with HIV should be involved in decisions about HIV policies and programmes.,
463,HIV,The greater involvement of people living with HIV is a core principle of the HIV response.,
464,HIV,Legal protections for people living with HIV must be enforced at all levels.,
465,HIV,Stigma reduction laws and policies create an enabling environment for the HIV response.,
466,HIV,The prevalence of depression in people living with HIV is two to three times higher than in the general population.,
467,HIV,Untreated depression in people living with HIV leads to poor ART adherence and worse outcomes.,
468,HIV,Antidepressant medicines can be used safely in people living with HIV.,
469,HIV,Cognitive behavioural therapy is effective for depression and anxiety in people living with HIV.,
470,HIV,"HIV-associated neurocognitive disorder affects thinking, memory, and concentration.",
471,HIV,ART can slow the progression of HIV-associated neurocognitive disorder.,
472,HIV,Screening for cognitive impairment should be part of routine HIV care.,
473,HIV,Alcohol and substance use disorders are significantly more common in people living with HIV.,
474,HIV,Integrated treatment for HIV and substance use disorders improves outcomes for both conditions.,
475,HIV,Mindfulness-based interventions can reduce stress and improve quality of life in people living with HIV.,
476,HIV,Food insecurity is associated with poor ART adherence and worse HIV outcomes.,
477,HIV,Nutritional support programmes improve ART initiation and retention in care.,
478,HIV,Ready-to-use therapeutic food is used to treat severe acute malnutrition in HIV-positive children.,
479,HIV,People living with HIV should avoid consuming unpasteurised dairy products.,
480,HIV,Wash all fruits and vegetables thoroughly before eating to reduce infection risk.,
481,HIV,Cook meat and fish thoroughly to reduce the risk of foodborne infections.,
482,HIV,People living with HIV should avoid drinking untreated water from rivers or wells.,
483,HIV,Boiling water or using a water filter can protect people living with HIV from waterborne infections.,
484,HIV,Selenium deficiency has been associated with faster HIV disease progression.,
485,HIV,Multivitamin supplementation may benefit people living with HIV who have nutritional deficiencies.,
486,HIV,Healthcare workers are at risk of occupational HIV exposure through needlestick injuries.,
487,HIV,Standard precautions must be followed by all healthcare workers to prevent HIV exposure.,
488,HIV,"Gloves, masks, and protective eyewear reduce the risk of occupational HIV exposure.",
489,HIV,All needlestick injuries must be reported immediately and PEP started within two hours.,
490,HIV,Healthcare workers who take PEP after needlestick injury should be monitored for HIV for three months.,
491,HIV,Safe disposal of sharps is a critical infection control measure in all healthcare settings.,
492,HIV,Recapping needles after use increases the risk of needlestick injury and should be avoided.,
493,HIV,Healthcare workers living with HIV have the same rights as all other employees.,
494,HIV,HIV-positive healthcare workers can continue to work in most clinical roles with appropriate precautions.,
495,HIV,Workplace wellness programmes should include HIV testing and support for healthcare workers.,
496,HIV,I am a sex worker and I want to start PrEP.,
497,HIV,I use drugs and I share needles and I want to be tested for HIV.,
498,HIV,I am a man who has sex with men and I need HIV prevention services.,
499,HIV,I was raped last night and I need PEP as soon as possible.,
500,HIV,I am transgender and I need HIV treatment that works with my hormone therapy.,
501,HIV,I feel very depressed since I found out I have HIV.,
502,HIV,I have been thinking about ending my life since my HIV diagnosis.,
503,HIV,I drink alcohol every day and I find it hard to remember to take my HIV medicine.,
504,HIV,I lost my job when my employer found out I have HIV.,
505,HIV,My husband left me when I told him I have HIV.,
506,HIV,Community-based organisations are essential partners in the HIV response.,
507,HIV,People living with HIV networks advocate for the rights and needs of their members.,
508,HIV,HIV awareness campaigns should use culturally appropriate messages.,
509,HIV,Social media can be used to reach young people with HIV prevention messages.,
510,HIV,Religious leaders can help reduce HIV stigma and promote testing in their communities.,
511,HIV,Traditional leaders play an important role in shaping community attitudes towards HIV.,
512,HIV,HIV education in schools should start before young people become sexually active.,
513,HIV,Parents and caregivers should be supported to talk to their children about HIV.,
514,HIV,HIV-positive role models can inspire others to test and start treatment.,
515,HIV,Celebrating World AIDS Day on December 1st raises awareness and shows solidarity.,
516,HIV,ART is provided free of charge at public health facilities in many countries.,
517,HIV,Out-of-pocket costs for HIV care can prevent people from accessing treatment.,
518,HIV,Universal health coverage ensures that everyone can access HIV services without financial hardship.,
519,HIV,Global Fund grants support HIV programmes in low and middle income countries.,
520,HIV,PEPFAR is the largest bilateral HIV programme in the world.,
521,HIV,Domestic financing for HIV programmes must increase to ensure sustainability.,
522,HIV,Generic antiretroviral medicines have dramatically reduced the cost of HIV treatment.,
523,HIV,Patent barriers can prevent access to affordable HIV medicines in low-income countries.,
524,HIV,Compulsory licensing allows countries to produce or import generic HIV medicines.,
525,HIV,Investing in HIV prevention is more cost-effective than treating advanced HIV disease.,
526,HIV,Cardiovascular disease is a leading cause of death in people living with HIV on long-term ART.,
527,HIV,HIV and chronic inflammation increase the risk of heart attack and stroke.,
528,HIV,Cholesterol levels should be monitored regularly in people on long-term ART.,
529,HIV,Blood pressure should be checked at every HIV clinic visit.,
530,HIV,Smoking cessation is especially important for people living with HIV.,
531,HIV,People living with HIV who smoke have a significantly higher risk of lung cancer.,
532,HIV,Osteoporosis is more common in people living with HIV and should be monitored.,
533,HIV,Calcium and vitamin D supplements may be recommended for people with low bone density on ART.,
534,HIV,Frailty and premature ageing are increasingly recognised in older people living with HIV.,
535,HIV,People living with HIV are living longer and now face age-related health conditions.,
536,HIV,Polypharmacy is a concern for older people living with HIV who take multiple medicines.,
537,HIV,Drug interactions between ART and medicines for other conditions must be carefully managed.,
538,HIV,Diabetes is more common in people living with HIV on long-term ART.,
539,HIV,Blood glucose should be monitored in people on ART regimens associated with metabolic changes.,
540,HIV,Chronic kidney disease is more common in people living with HIV.,
541,HIV,Kidney function should be assessed before starting tenofovir-based ART.,
542,HIV,Non-alcoholic fatty liver disease is increasingly common in people living with HIV.,
543,HIV,Liver function tests should be done regularly in people on ART.,
544,HIV,Anal cancer risk is significantly elevated in people living with HIV.,
