sentence_id,domain_category,english_text,sesotho_text
4801,General Patient Education,Health education is a lifelong journey of learning and growth.,
4802,General Patient Education,Using a condom correctly every time you have sex prevents HIV and STIs.,
4803,General Patient Education,Condoms are available free of charge at all public health clinics.,
4804,General Patient Education,Both male and female condoms are available at the clinic.,
4805,General Patient Education,Use a new condom every time you have sexual intercourse.,
4806,General Patient Education,Check the expiry date on the condom before using it.,
4807,General Patient Education,Do not use oil-based lubricants with latex condoms.,
4808,General Patient Education,Water-based lubricants are safe to use with condoms.,
4809,General Patient Education,PrEP is a medication that prevents HIV in HIV-negative people.,
4810,General Patient Education,Ask your clinic about PrEP if you are at high risk of HIV.,
4811,General Patient Education,PEP is an emergency medication taken after possible HIV exposure.,
4812,General Patient Education,PEP must be started within seventy-two hours of exposure.,
4813,General Patient Education,PEP must be taken for twenty-eight days without missing doses.,
4814,General Patient Education,Seek medical attention immediately after a possible HIV exposure.,
4815,General Patient Education,Get tested for HIV and STIs regularly if you are sexually active.,
4816,General Patient Education,Knowing your HIV status protects you and your partner.,
4817,General Patient Education,Encourage your partner to get tested for HIV together.,
4818,General Patient Education,Disclosure of your HIV status to your partner is important.,
4819,General Patient Education,Support is available for people who need help with disclosure.,
4820,General Patient Education,Sexually transmitted infections increase the risk of HIV transmission.,
4821,General Patient Education,Treat all sexually transmitted infections promptly and completely.,
4822,General Patient Education,"Symptoms of STIs include discharge, sores, burning, and pain.",
4823,General Patient Education,Some STIs have no symptoms and can only be detected by testing.,
4824,General Patient Education,Regular STI testing is recommended for sexually active people.,
4825,General Patient Education,Inform your sexual partner if you are diagnosed with an STI.,
4826,General Patient Education,Both partners must be treated for an STI at the same time.,
4827,General Patient Education,Avoid sexual contact until both partners have completed STI treatment.,
4828,General Patient Education,Reducing the number of sexual partners reduces the risk of STIs.,
4829,General Patient Education,Mutual faithfulness between tested partners reduces HIV risk.,
4830,General Patient Education,Alcohol and drug use increase the risk of unsafe sexual behaviour.,
4831,General Patient Education,Avoid making sexual decisions when under the influence of alcohol.,
4832,General Patient Education,Sexual violence increases the risk of HIV and STI transmission.,
4833,General Patient Education,Seek medical care immediately after sexual violence.,
4834,General Patient Education,Post-exposure prophylaxis is available after sexual violence.,
4835,General Patient Education,Report sexual violence to the police and seek legal support.,
4836,General Patient Education,Support is available for survivors of sexual violence.,
4837,General Patient Education,Cervical cancer is caused by the human papillomavirus.,
4838,General Patient Education,The HPV vaccine protects against cervical cancer.,
4839,General Patient Education,Girls should receive the HPV vaccine before becoming sexually active.,
4840,General Patient Education,Regular cervical screening detects abnormal cells before they become cancer.,
4841,General Patient Education,Women should have a cervical smear test every three years.,
4842,General Patient Education,Hepatitis B is transmitted through sexual contact and blood.,
4843,General Patient Education,Vaccination against hepatitis B protects your liver.,
4844,General Patient Education,Herpes is a lifelong viral infection that can be managed with medication.,
4845,General Patient Education,Gonorrhoea and chlamydia are bacterial infections that are treatable.,
4846,General Patient Education,Syphilis is a serious STI that can be cured with antibiotics.,
4847,General Patient Education,Untreated syphilis can cause serious damage to the heart and brain.,
4848,General Patient Education,Trichomoniasis is a common STI that is easily treated.,
4849,General Patient Education,All STIs are treatable and most are curable with the right medication.,
4850,General Patient Education,Do not be ashamed to seek treatment for a sexually transmitted infection.,
4851,General Patient Education,Healthcare workers treat all STI patients with confidentiality and respect.,
4852,General Patient Education,Sexual health is an important part of your overall health and wellbeing.,
4853,General Patient Education,Open communication with your partner about sexual health is important.,
4854,General Patient Education,"Healthy relationships are built on trust, respect, and communication.",
4855,General Patient Education,Gender-based violence is a public health issue that requires urgent action.,
4856,General Patient Education,Seek help if you are experiencing violence in your relationship.,
4857,General Patient Education,Support services for gender-based violence are available at the clinic.,
4858,General Patient Education,Every person deserves to be in a safe and healthy relationship.,
4859,General Patient Education,Your sexual health decisions affect your long-term health and wellbeing.,
4860,General Patient Education,Mental health is a state of wellbeing in which you can cope with daily life.,
4861,General Patient Education,One in four people will experience a mental health problem in their lifetime.,
4862,General Patient Education,Mental health problems are common and nothing to be ashamed of.,
4863,General Patient Education,Depression is more than just feeling sad — it is a medical condition.,
4864,General Patient Education,"Symptoms of depression include persistent sadness, loss of interest, and fatigue.",
4865,General Patient Education,Anxiety is a feeling of excessive worry and fear that affects daily life.,
4866,General Patient Education,"Symptoms of anxiety include restlessness, racing heart, and difficulty sleeping.",
4867,General Patient Education,Post-traumatic stress disorder can develop after a traumatic event.,
4868,General Patient Education,Schizophrenia is a serious mental illness that affects thinking and behaviour.,
4869,General Patient Education,Bipolar disorder causes extreme mood swings between highs and lows.,
4870,General Patient Education,Mental health conditions are caused by a combination of factors.,
4871,General Patient Education,"Stress, trauma, genetics, and substance abuse can affect mental health.",
4872,General Patient Education,Mental health problems can affect anyone regardless of age or background.,
4873,General Patient Education,Children and adolescents can also experience mental health problems.,
4874,General Patient Education,Older adults are at increased risk of depression and cognitive decline.,
4875,General Patient Education,People living with chronic illness are at higher risk of depression.,
4876,General Patient Education,Substance abuse and mental health problems often occur together.,
4877,General Patient Education,Seek help early if you notice changes in your mood or behaviour.,
4878,General Patient Education,Talk to your doctor or nurse if you are struggling with your mental health.,
4879,General Patient Education,"Mental health treatment includes counselling, medication, and support groups.",
4880,General Patient Education,Counselling helps you understand and manage your thoughts and feelings.,
4881,General Patient Education,Cognitive behavioural therapy is an effective treatment for depression and anxiety.,
4882,General Patient Education,Medication can help correct chemical imbalances in the brain.,
4883,General Patient Education,Take your mental health medication every day as prescribed.,
4884,General Patient Education,Do not stop your mental health medication without consulting your doctor.,
4885,General Patient Education,Recovery from mental illness is possible with the right treatment and support.,
4886,General Patient Education,Support from family and friends is vital for mental health recovery.,
4887,General Patient Education,Reduce stigma by treating people with mental illness with respect.,
4888,General Patient Education,Do not use hurtful language when talking about mental health.,
4889,General Patient Education,Educate yourself and others about mental health conditions.,
4890,General Patient Education,Self-care is an important part of maintaining good mental health.,
4891,General Patient Education,Practice relaxation techniques such as deep breathing and meditation.,
4892,General Patient Education,Spend time in nature to improve your mood and reduce stress.,
4893,General Patient Education,Physical activity is one of the most effective ways to improve mental health.,
4894,General Patient Education,Maintain social connections to protect your mental health.,
4895,General Patient Education,Limit alcohol and drug use to protect your mental health.,
4896,General Patient Education,Set realistic goals and celebrate small achievements.,
4897,General Patient Education,Be kind to yourself and avoid negative self-talk.,
4898,General Patient Education,Seek help if you are having thoughts of harming yourself.,
4899,General Patient Education,Suicide is preventable with the right support and intervention.,
4900,General Patient Education,Crisis support lines are available if you need immediate help.,
4901,General Patient Education,You are not alone — help is available and recovery is possible.,
4902,General Patient Education,Mental health awareness reduces stigma and encourages help-seeking.,
4903,General Patient Education,Workplaces should support employees with mental health problems.,
4904,General Patient Education,Schools should provide mental health support for learners.,
4905,General Patient Education,Communities play an important role in supporting mental health.,
4906,General Patient Education,Traditional healers and faith leaders can complement mental health care.,
4907,General Patient Education,Integrate mental health care into your overall healthcare routine.,
4908,General Patient Education,Mental health and physical health are closely connected.,
4909,General Patient Education,Addressing mental health improves outcomes for all chronic conditions.,
4910,General Patient Education,Invest in your mental health as you would invest in your physical health.,
4911,General Patient Education,A mentally healthy community is a productive and thriving community.,
4912,General Patient Education,Speak up about mental health and help break the silence.,
4913,General Patient Education,Your mental health matters and you deserve support and care.,
4914,General Patient Education,Reaching out for help is a sign of strength not weakness.,
4915,General Patient Education,Every step towards better mental health is worth celebrating.,
4916,General Patient Education,You have the power to improve your mental health one day at a time.,
4917,General Patient Education,Mental health is a journey and every journey begins with a single step.,
4918,General Patient Education,Together we can build a world where mental health is valued and protected.,
4919,General Patient Education,Community health workers are trained to provide basic health services.,
4920,General Patient Education,Community health workers can visit you at home for health support.,
4921,General Patient Education,Ask your community health worker about health services in your area.,
4922,General Patient Education,Community health campaigns provide free testing and treatment.,
4923,General Patient Education,Attend community health days to access free health services.,
4924,General Patient Education,Health promotion activities educate communities about disease prevention.,
4925,General Patient Education,School health programmes provide health education and services to learners.,
4926,General Patient Education,Workplace wellness programmes support the health of employees.,
4927,General Patient Education,Faith communities play an important role in health promotion.,
4928,General Patient Education,Traditional leaders can support health campaigns in their communities.,
4929,General Patient Education,Community gardens improve food security and nutrition.,
4930,General Patient Education,Clean water and sanitation are essential for community health.,
4931,General Patient Education,Advocate for clean water and proper sanitation in your community.,
4932,General Patient Education,Environmental health affects the health of the entire community.,
4933,General Patient Education,Report environmental health hazards to the local authorities.,
4934,General Patient Education,Air pollution increases the risk of respiratory diseases.,
4935,General Patient Education,Reduce indoor air pollution by improving ventilation in your home.,
4936,General Patient Education,Avoid burning waste near homes and communities.,
4937,General Patient Education,Safe roads and public spaces reduce the risk of injuries.,
4938,General Patient Education,Road traffic accidents are a major cause of death and disability.,
4939,General Patient Education,Wear a seatbelt every time you travel in a vehicle.,
4940,General Patient Education,Do not use your phone while driving.,
4941,General Patient Education,Never drink and drive.,
4942,General Patient Education,Pedestrians should use designated crossings and walkways.,
4943,General Patient Education,Cyclists should wear helmets and use designated lanes.,
4944,General Patient Education,Drowning prevention requires supervision near water at all times.,
4945,General Patient Education,Teach children to swim to reduce the risk of drowning.,
4946,General Patient Education,Fire safety education prevents burns and fire-related deaths.,
4947,General Patient Education,Install smoke detectors in your home.,
4948,General Patient Education,Keep a first aid kit at home and know how to use it.,
4949,General Patient Education,Learn basic first aid skills to help in an emergency.,
4950,General Patient Education,Know how to perform cardiopulmonary resuscitation.,
4951,General Patient Education,Call for emergency help immediately in a life-threatening situation.,
4952,General Patient Education,Do not move an injured person unless they are in immediate danger.,
4953,General Patient Education,Occupational health protects workers from work-related illnesses.,
4954,General Patient Education,Wear personal protective equipment in hazardous work environments.,
4955,General Patient Education,Report work-related injuries and illnesses to your employer.,
4956,General Patient Education,Ergonomics reduces the risk of musculoskeletal injuries at work.,
4957,General Patient Education,Take regular breaks to prevent fatigue and injury at work.,
4958,General Patient Education,Ageing is a natural process that requires ongoing health management.,
4959,General Patient Education,Older adults should have regular health check-ups.,
4960,General Patient Education,Falls are a leading cause of injury in older adults.,
4961,General Patient Education,Remove hazards in the home to prevent falls in older adults.,
4962,General Patient Education,Social isolation increases the risk of depression in older adults.,
4963,General Patient Education,Encourage older adults to stay socially active and engaged.,
4964,General Patient Education,Dementia is a condition that affects memory and daily functioning.,
4965,General Patient Education,Early diagnosis of dementia allows for better planning and support.,
4966,General Patient Education,Caregivers of people with dementia also need support and rest.,
4967,General Patient Education,Palliative care improves the quality of life for people with serious illness.,
4968,General Patient Education,Hospice care provides comfort and dignity at the end of life.,
4969,General Patient Education,Advance care planning allows you to express your wishes for end-of-life care.,
4970,General Patient Education,Grief and bereavement support is available after the loss of a loved one.,
4971,General Patient Education,Health literacy empowers communities to make informed health decisions.,
4972,General Patient Education,Access to health information is a right for all community members.,
4973,General Patient Education,Digital health tools can help you manage your health more effectively.,
4974,General Patient Education,Use reliable sources of health information such as the clinic and health department.,
4975,General Patient Education,Avoid spreading unverified health information on social media.,
4976,General Patient Education,Verify health information with a qualified healthcare professional.,
4977,General Patient Education,Together we can build healthier and stronger communities.,
4978,General Patient Education,Health is wealth — invest in it every single day.,
4979,General Patient Education,Understanding the difference between a virus and a bacteria helps you know why antibiotics are not always needed.,
4980,General Patient Education,Antibiotics should only be taken when prescribed by a doctor.,
4981,General Patient Education,Never demand antibiotics from your doctor if they are not necessary.,
4982,General Patient Education,Overuse of antibiotics leads to antibiotic resistance.,
4983,General Patient Education,Antibiotic resistance is a serious global health threat.,
4984,General Patient Education,Complete the full course of antibiotics even if you feel better.,
4985,General Patient Education,Painkillers should be used with caution and only as directed.,
4986,General Patient Education,Over-the-counter medications can have serious side effects if misused.,
4987,General Patient Education,Always read the dosage instructions before taking any medication.,
4988,General Patient Education,Do not give adult medications to children without medical advice.,
4989,General Patient Education,Children require different medication doses based on their weight and age.,
4990,General Patient Education,Herbal and traditional medicines can interact with prescription medications.,
4991,General Patient Education,Always inform your doctor if you are using any complementary therapies.,
4992,General Patient Education,Health screening is recommended even when you feel well.,
4993,General Patient Education,Many serious diseases develop silently without obvious symptoms.,
4994,General Patient Education,Blood tests can reveal health problems before symptoms appear.,
4995,General Patient Education,A healthy gut microbiome supports your immune system and overall health.,
4996,General Patient Education,Probiotics found in yoghurt and fermented foods support gut health.,
4997,General Patient Education,Chronic inflammation is linked to many serious diseases including cancer.,
4998,General Patient Education,Reducing sugar and processed food intake lowers inflammation in the body.,
4999,General Patient Education,Your lifestyle choices today determine your health outcomes tomorrow.,
5000,General Patient Education,Taking responsibility for your health leads to a longer and better quality of life.,
