sentence_id,domain_category,english_text,sesotho_text
4401,General Patient Education,It is important to understand your medical condition.,Ho bohlokoa ho utloisisa boemo ba hao ba bongaka.
4402,General Patient Education,Knowing about your illness helps you manage it better.,Ho tseba ka bolwetse ba hao bo a thusa ho bo laola hantle.
4403,General Patient Education,You have the right to ask your doctor questions about your health.,O na le tokelo ea ho botsa ngaka ea hao lipotso ka bophelo ba hao.
4404,General Patient Education,You have the right to receive clear information about your diagnosis.,O na le tokelo ea ho amohela tlhahisoleseling e hlakisitsoeng ka tlhahlobo ea hao.
4405,General Patient Education,You have the right to be involved in decisions about your treatment.,O na le tokelo ea ho kenyeletsoa liqetong ka phekolo ea hao.
4406,General Patient Education,You have the right to refuse treatment after being fully informed.,O na le tokelo ea ho hana phekolo ka mor'a ho tsebisoa ka botlalo.
4407,General Patient Education,You have the right to confidentiality about your health information.,O na le tokelo ea sephiri ka tlhahisoleseling ea bophelo ba hao.
4408,General Patient Education,Your medical information cannot be shared without your consent.,Tlhahisoleseling ea hao ea bongaka ha e khone ho aroleloa ntle le tumelo ea hao.
4409,General Patient Education,You have the right to access your own medical records.,O na le tokelo ea ho fihlela lirekoto tsa hao tsa bongaka.
4410,General Patient Education,You have the right to a second opinion from another doctor.,O na le tokelo ea ho fumana maikutlo a bobeli ho tsoa ngakeng e nngwe.
4411,General Patient Education,It is important to tell your doctor about all your symptoms.,Ho bohlokoa ho bolella ngaka ea hao matšoao a hao ohle.
4412,General Patient Education,Always tell your doctor about all the medications you are taking.,Bolella ngaka ea hao kamehla ka meriana yohle eo o e nkang.
4413,General Patient Education,Tell your doctor about any traditional or herbal medicines you use.,Bolella ngaka ea hao ka meriana efe kafe ea setso kapa ea limela eo o e sebelisang.
4414,General Patient Education,Tell your doctor if you are allergic to any medication.,Bolella ngaka ea hao haeba o na le allergy ho moriana ofe kafe.
4415,General Patient Education,Always inform the nurse if your condition changes between visits.,Tsebisa mooki kamehla haeba boemo ba hao bo fetohile lipakeng tsa litsebeliso.
4416,General Patient Education,It is important to attend all your scheduled medical appointments.,Ho bohlokoa ho tla li-appointment tsohle tsa hao tsa bongaka tse reretseng.
4417,General Patient Education,Missing appointments can delay your treatment and recovery.,Ho lahlehela li-appointment ho ka lieha phekolo ea hao le ho fola.
4418,General Patient Education,Regular check-ups help detect health problems early.,Litlhahlobo tsa kamehla li thusa ho fumana mathata a bophelo kapele.
4419,General Patient Education,Early detection of illness leads to better treatment outcomes.,Ho fumana bolwetse kapele ho lebisa liphetho tse ntle tsa phekolo.
4420,General Patient Education,Prevention is better than cure.,Ho thibela ho feta ho alafa.
4421,General Patient Education,A healthy lifestyle reduces the risk of many diseases.,Mokhoa oa bophelo o motle o fokotsa kotsi ea mahlwetse a mangata.
4422,General Patient Education,Regular physical activity improves your overall health.,Mesebetsi ea 'mele ea kamehla e ntlafatsa bophelo ba hao ka bophara.
4423,General Patient Education,A balanced diet supports your immune system and recovery.,Phepo e lekaneng e tshehetsa tšireletso ea 'mele oa hao le ho fola.
4424,General Patient Education,Drinking enough water every day is important for your health.,Ho noa metsi a lekaneng letsatsi le leng le le leng ho bohlokoa bakeng sa bophelo ba hao.
4425,General Patient Education,Getting enough sleep helps your body heal and stay healthy.,Ho robala ka lekaneng ho thusa 'mele oa hao ho fola le ho lula o phela hantle.
4426,General Patient Education,Reducing stress improves your mental and physical health.,Ho fokotsa khatello ea maikutlo ho ntlafatsa bophelo ba hao ba kelello le ba 'mele.
4427,General Patient Education,Avoiding alcohol reduces the risk of liver disease and other conditions.,Ho hana joala ho fokotsa kotsi ea bolwetse ba sebete le maemo a mang.
4428,General Patient Education,Stopping smoking improves your lung health and overall wellbeing.,Ho emisa ho tsuba ho ntlafatsa bophelo ba matšoafo a hao le boiketlo ba hao ka bophara.
4429,General Patient Education,Maintaining a healthy weight reduces the risk of chronic diseases.,Ho boloka boima bo botle bo fokotsa kotsi ea mahlwetse a tsoelang pele.
4430,General Patient Education,Regular hand washing prevents the spread of infections.,Ho hlatsoa matsoho ka mehla ho thibela ho atatela ha tšoaetso.
4431,General Patient Education,Good hygiene protects you and your family from illness.,Bohloekileng bo botle bo sireletsa uena le lelapa la hao ho bolwetse.
4432,General Patient Education,Vaccinations protect you from serious and preventable diseases.,Liente li a sireletsa ho mahlwetse a matla le a thibelehang.
4433,General Patient Education,It is important to keep your vaccinations up to date.,Ho bohlokoa ho boloka liente tsa hao li ntlafetse.
4434,General Patient Education,Screening tests help detect diseases before symptoms appear.,Litlhahlobo tsa ho hlahloba li thusa ho fumana mahlwetse pele matšoao a hlaha.
4435,General Patient Education,Regular blood pressure checks can prevent heart disease and stroke.,Ho lekola khatello ea mali ka mehla ho ka thibela bolwetse ba pelo le stroke.
4436,General Patient Education,Regular blood sugar checks help manage and prevent diabetes.,Ho lekola tsoekere ea mali ka mehla ho thusa ho laola le ho thibela tsoekere.
4437,General Patient Education,Regular cholesterol checks reduce the risk of heart disease.,Ho lekola cholesterol ka mehla ho fokotsa kotsi ea bolwetse ba pelo.
4438,General Patient Education,Cancer screening saves lives through early detection.,Ho hlahloba kankere ho boloka bophelo ka ho fumana kapele.
4439,General Patient Education,Eye examinations help detect vision problems and other conditions.,Litlhahlobo tsa mahlo li thusa ho fumana mathata a pono le maemo a mang.
4440,General Patient Education,Dental check-ups prevent tooth decay and gum disease.,Litlhahlobo tsa meno li thibela ho bola ha meno le bolwetse ba meno.
4441,General Patient Education,Mental health is as important as physical health.,Bophelo ba kelello bo bohlokoa joalo ka bophelo ba 'mele.
4442,General Patient Education,It is important to seek help if you are feeling depressed or anxious.,Ho bohlokoa ho batla thuso haeba o ikutloa o khutsanyehile kapa o tšohile.
4443,General Patient Education,Talking about your feelings can improve your mental health.,Ho bua ka maikutlo a hao ho ka ntlafatsa bophelo ba hao ba kelello.
