sentence_id,domain_category,english_text,sesotho_text
3801,Appointments and Follow-Up,I have to avoid alcohol while on this course of treatment.,Ke tlameha ho hana joala ha ke ntse ke nka khoroso ena ea phekolo.
3802,Appointments and Follow-Up,I would like to know my latest CD4 count results.,Ke rata ho tseba liphetho tsa palo ea CD4 ea ka tsa morao tjena.
3803,Appointments and Follow-Up,I want to ask the doctor about my viral load test results.,Ke rata ho botsa ngaka ka liphetho tsa tlhahlobo ea viral load ea ka.
3804,Appointments and Follow-Up,I would like to know if my TB treatment is working.,Ke rata ho tseba haeba phekolo ea TB ea ka e a sebetsa.
3805,Appointments and Follow-Up,I want to ask about the side effects of my new medication.,Ke rata ho botsa ka litlamorao tsa moriana oa ka o mocha.
3806,Appointments and Follow-Up,I would like to know how long I will be on this treatment.,Ke rata ho tseba nako e kae eo ke tla ba le phekolo ena.
3807,Appointments and Follow-Up,I want to ask if I can switch to a different medication.,Ke rata ho botsa haeba nka fetohela morian o mocha o fapaneng.
3808,Appointments and Follow-Up,I would like to know if my condition has improved.,Ke rata ho tseba haeba boemo ba ka bo ntlafetse.
3809,Appointments and Follow-Up,I want to ask the doctor about my blood pressure results.,Ke rata ho botsa ngaka ka liphetho tsa khatello ea mali ea ka.
3810,Appointments and Follow-Up,I would like to know if my cholesterol levels are normal.,Ke rata ho tseba haeba maemo a cholesterol ea ka a tloaelehile.
3811,Appointments and Follow-Up,I want to ask about my blood sugar results.,Ke rata ho botsa ka liphetho tsa tsoekere ea mali ea ka.
3812,Appointments and Follow-Up,I would like to know if I need any additional tests.,Ke rata ho tseba haeba ke hloka litlhahlobo tse ling.
3813,Appointments and Follow-Up,I want to ask the nurse about my next vaccination.,Ke rata ho botsa mooki ka ente ea ka e latelang.
3814,Appointments and Follow-Up,I would like to know when my next appointment should be.,Ke rata ho tseba nako eo appointment ea ka e latelang e lokela ho ba teng.
3815,Appointments and Follow-Up,I want to ask about the best time to take my medication.,Ke rata ho botsa ka nako e ntle ka ho fetisisa ea ho nka moriana oa ka.
3816,Appointments and Follow-Up,I would like to know if I can take my medication with food.,Ke rata ho tseba haeba nka nka moriana oa ka le lijo.
3817,Appointments and Follow-Up,I want to ask if it is safe to take two medications together.,Ke rata ho botsa haeba ho bolokehile ho nka meriana e mebeli hammoho.
3818,Appointments and Follow-Up,I would like to know what to do if I miss a dose.,Ke rata ho tseba se ke se etsang haeba ke lahlehetsoe ke dose.
3819,Appointments and Follow-Up,I want to ask the doctor about pain I have been experiencing.,Ke rata ho botsa ngaka ka mahloko ao ke ntseng ke a ikutloa.
3820,Appointments and Follow-Up,I would like to know if my symptoms are related to my medication.,Ke rata ho tseba haeba matšoao a ka a amanana le moriana oa ka.
3821,Appointments and Follow-Up,I want to ask about natural remedies that are safe to use.,Ke rata ho botsa ka meriana ea tlhaho e bolokehileng ho sebelisa.
3822,Appointments and Follow-Up,I would like to know if I can exercise while on treatment.,Ke rata ho tseba haeba nka itlama ha ke ntse ke nka phekolo.
3823,Appointments and Follow-Up,I want to ask about foods I should avoid on this medication.,Ke rata ho botsa ka lijo tse ke lokelang ho li hana ha ke nka moriana ona.
