sentence_id,domain_category,english_text,sesotho_text
4601,General Patient Education,Warm up before exercising and cool down afterwards.,Itokisetse pele ho itlama mme o khutse ka mor'a moo.
4602,General Patient Education,"Drink water before, during, and after exercise.","Noa metsi pele, nakong, le ka mor'a ho itlama."
4603,General Patient Education,Wear comfortable and supportive footwear when exercising.,Apara lieta tse lokelang le tse tshehetsoang ha o itlama.
4604,General Patient Education,Avoid exercising in extreme heat to prevent heat exhaustion.,Hana ho itlama mochesong o feteletseng ho thibela ho lapala ha mocheso.
4605,General Patient Education,Listen to your body and rest if you feel pain during exercise.,Mamela 'mele oa hao mme o khutse haeba o ikutloa mahloko nakong ea ho itlama.
4606,General Patient Education,Consult your doctor before starting a new exercise programme.,Buisana le ngaka ea hao pele ho qala lenaneo le lecha la ho itlama.
4607,General Patient Education,Exercise is safe and beneficial for most people with chronic conditions.,Ho itlama ho bolokehile mme ho na le molemo ho batho ba bangata ba nang le maemo a tsoelang pele.
4608,General Patient Education,Physical activity is recommended for people living with HIV.,Mesebetsi ea 'mele e khothaletsoa bakeng sa batho ba phelang le HIV.
4609,General Patient Education,Exercise helps people with TB regain their strength during recovery.,Ho itlama ho thusa batho ba nang le TB ho khutlisa matla a bona nakong ea ho fola.
4610,General Patient Education,Physical activity supports mental health and reduces stress.,Mesebetsi ea 'mele e tshehetsa bophelo ba kelello le ho fokotsa khatello ea maikutlo.
4611,General Patient Education,Reduce the amount of time you spend sitting each day.,Fokotsa nako eo o e sebelisang o lula letsatsi le leng le le leng.
4612,General Patient Education,Take short breaks to stand and move during long periods of sitting.,Nka maphomelo a makhutšoanyane ho ema le ho tsamaea nakong e telele ea ho lula.
4613,General Patient Education,Encourage your children to be physically active every day.,Khothaletsa bana ba hao ho ba le mesebetsi ea 'mele letsatsi le leng le le leng.
4614,General Patient Education,Limit screen time and encourage outdoor play for children.,Fokotsa nako ea ho sheba skrine mme u khothaletse ho bapala kantle bakeng sa bana.
4615,General Patient Education,Physical activity is important at every stage of life.,Mesebetsi ea 'mele e bohlokoa molapo o mong le o mong oa bophelo.
4616,General Patient Education,Older adults should include balance and strength exercises.,Batho ba baholo ba lokela ho kenyelletsa maitlamo a tekanyo le a matla.
