sentence_id,domain_category,english_text,sesotho_text
2001,Medication Instructions,Apply the medicated tape to the corn or callus and leave for forty-eight hours.,
2002,Medication Instructions,Inhale the medication using a spacer device for better lung delivery.,
2003,Medication Instructions,Administer the subcutaneous injection into the fatty tissue of the upper arm.,
2004,Medication Instructions,Apply the eye drops without touching the dropper tip to the eye.,
2005,Medication Instructions,Administer the intramuscular injection using the Z-track technique to prevent leakage.,
2006,Medication Instructions,Place the dissolvable strip on the tongue and allow it to melt.,
2007,Medication Instructions,Apply the topical antibiotic to the wound after cleaning it thoroughly.,
2008,Medication Instructions,Administer the rectal suppository after a bowel movement for best absorption.,
2009,Medication Instructions,Inhale the corticosteroid inhaler and rinse your mouth with water afterwards.,
2010,Medication Instructions,Apply the hydrocortisone cream sparingly to the inflamed skin.,
2011,Medication Instructions,Administer the injection at room temperature; do not inject cold solution.,
2012,Medication Instructions,Place the oral film on the tongue and close your mouth until it dissolves.,
2013,Medication Instructions,Apply the antiviral cream at the first sign of a cold sore.,
2014,Medication Instructions,Administer the intramuscular injection into the anterolateral thigh in young children.,
2015,Medication Instructions,Inhale the salbutamol inhaler and wait fifteen minutes before using the steroid inhaler.,
2016,Medication Instructions,Apply the medicated dressing to the ulcer and change it every two days.,
2017,Medication Instructions,Administer the subcutaneous injection by rotating sites to prevent lipodystrophy.,
2018,Medication Instructions,Place the tablet on the tongue and swallow with water.,
2019,Medication Instructions,Apply the sunscreen before applying any medicated topical cream.,
2020,Medication Instructions,Administer the intravenous antibiotic over thirty minutes to reduce vein irritation.,
2021,Medication Instructions,Inhale the powder inhaler by breathing in forcefully and deeply.,
2022,Medication Instructions,Apply the zinc oxide cream to the nappy area at each change.,
2023,Medication Instructions,Administer the injection only after checking the solution for particles.,
2024,Medication Instructions,Place the chewable tablet in the mouth and chew thoroughly before swallowing.,
2025,Medication Instructions,Apply the ear drops and remain lying down for five minutes after instillation.,
2026,Medication Instructions,Administer the nasal drops by tilting the head back before instilling.,
2027,Medication Instructions,Inhale the medication and hold your breath for five to ten seconds.,
2028,Medication Instructions,Apply the topical antifungal twice daily until the infection clears.,
2029,Medication Instructions,Administer the subcutaneous injection using a short needle at a ninety-degree angle.,
2030,Medication Instructions,Place the dispersible tablet in a small amount of water before giving to a child.,
2031,Medication Instructions,Apply the medicated lip balm to cracked lips four times daily.,
2032,Medication Instructions,Administer the intramuscular injection into the gluteus medius muscle.,
2033,Medication Instructions,Inhale the reliever inhaler at the first sign of breathlessness.,
2034,Medication Instructions,Apply the cooling gel to the forehead to help reduce fever.,
2035,Medication Instructions,Administer the injection only into sites that are free of bruising or scarring.,
2036,Medication Instructions,Place the orally disintegrating tablet on the tongue without water.,
2037,Medication Instructions,Apply the antibiotic ointment to the eyelid margin using a clean cotton bud.,
2038,Medication Instructions,Administer the nebuliser treatment for ten to fifteen minutes per session.,
2039,Medication Instructions,"Inhale the preventer inhaler every day, even when you feel well.",
2040,Medication Instructions,Apply the topical steroid cream in a thin layer and do not cover with a bandage.,
2041,Medication Instructions,Administer the injection and apply gentle pressure to the site afterwards.,
2042,Medication Instructions,Place the medicated lozenge in the cheek and allow it to dissolve slowly.,
2043,Medication Instructions,"Store below 25°C in a cool, dry place.",
2044,Medication Instructions,Keep out of direct sunlight and away from heat sources.,
2045,Medication Instructions,Store in the refrigerator between 2°C and 8°C.,
2046,Medication Instructions,Do not freeze this medication.,
2047,Medication Instructions,Keep the bottle tightly closed after each use.,
2048,Medication Instructions,Store in the original packaging to protect from light.,
2049,Medication Instructions,Keep this medicine out of reach of children.,
2050,Medication Instructions,Do not store in the bathroom or near a sink.,
2051,Medication Instructions,Discard any unused portion after twenty-eight days of opening.,
2052,Medication Instructions,"Store at room temperature, away from moisture and heat.",
2053,Medication Instructions,Keep the inhaler away from heat and open flames.,
2054,Medication Instructions,"Store insulin in the refrigerator until opened, then at room temperature.",
2055,Medication Instructions,Do not use after the expiry date printed on the label.,
2056,Medication Instructions,Store the suspension in the refrigerator and discard after fourteen days.,
2057,Medication Instructions,Keep the medicine in its original container with the lid tightly closed.,
2058,Medication Instructions,Store in a locked cabinet away from children and pets.,
2059,Medication Instructions,Do not transfer this medicine to another container.,
2060,Medication Instructions,Store the eye drops in the refrigerator and discard four weeks after opening.,
2061,Medication Instructions,"Keep away from direct heat, moisture, and sunlight.",
2062,Medication Instructions,Store the suppositories in the refrigerator to prevent melting.,
2063,Medication Instructions,Do not store above 30°C.,
2064,Medication Instructions,Keep the oral solution refrigerated and shake well before use.,
2065,Medication Instructions,Store the vaccine at the correct cold chain temperature at all times.,
2066,Medication Instructions,Do not expose the medication to temperatures above 40°C.,
2067,Medication Instructions,Store the cream at room temperature and avoid freezing.,
2068,Medication Instructions,Keep the patch in its sealed pouch until ready to use.,
2069,Medication Instructions,"Store the powder for injection in a cool, dry place away from light.",
2070,Medication Instructions,Do not refrigerate the tablet formulation.,
2071,Medication Instructions,"Keep the medicine away from children by storing it in a high, locked cupboard.",
2072,Medication Instructions,Store the reconstituted solution in the refrigerator and use within twenty-four hours.,
2073,Medication Instructions,"Do not store near radiators, stoves, or other heat sources.",
2074,Medication Instructions,Keep the nasal spray upright and store at room temperature.,
2075,Medication Instructions,Store the medication in the original blister pack until use.,
2076,Medication Instructions,Do not freeze reconstituted antibiotics.,
2077,Medication Instructions,Store the oral drops at room temperature away from direct light.,
2078,Medication Instructions,Keep the inhaler at room temperature; cold temperatures may reduce its effectiveness.,
2079,Medication Instructions,Store the gel in a cool place and avoid exposure to extreme temperatures.,
2080,Medication Instructions,Do not use the medication if it has changed colour or appearance.,
2081,Medication Instructions,Store the syrup in the refrigerator after opening.,
2082,Medication Instructions,Keep the medication in a dry place with low humidity.,
2083,Medication Instructions,Store the tablets in a container with a desiccant to prevent moisture damage.,
2084,Medication Instructions,Do not store the medication in the glove compartment of a car.,
2085,Medication Instructions,Keep the solution away from light by storing in the original amber bottle.,
2086,Medication Instructions,Store the ointment at room temperature and do not refrigerate.,
2087,Medication Instructions,Do not leave the medication in direct sunlight on a windowsill.,
2088,Medication Instructions,"Store the vaccine in a dedicated vaccine refrigerator, not a domestic fridge.",
2089,Medication Instructions,Keep the medicine at a stable temperature and avoid temperature fluctuations.,
2090,Medication Instructions,"Store the capsules in a cool, dry place below 25°C.",
2091,Medication Instructions,Do not store the medication in a humid environment such as a bathroom cabinet.,
2092,Medication Instructions,"Keep the oral rehydration sachets in a cool, dry place.",
2093,Medication Instructions,Store the medicated patch in its original sealed pouch until use.,
2094,Medication Instructions,Do not expose the medication to freezing temperatures during transport.,
2095,Medication Instructions,Keep the antibiotic suspension refrigerated and discard after ten days.,
2096,Medication Instructions,Store the medication away from strong odours and chemicals.,
2097,Medication Instructions,Do not store the medication in a pillbox exposed to sunlight.,
2098,Medication Instructions,Keep the eye drops at room temperature and discard one month after opening.,
2099,Medication Instructions,Store the medication in its original child-resistant container.,
2100,Medication Instructions,Do not leave the medication in a hot car during summer.,
2101,Medication Instructions,Keep the inhaler away from moisture and store with the cap on.,
2102,Medication Instructions,Store the oral solution at room temperature and use within thirty days of opening.,
2103,Medication Instructions,"Do not store the medication near food, drinks, or animal feed.",
2104,Medication Instructions,Keep the medication in a place where you will remember to take it.,
2105,Medication Instructions,Store the reconstituted powder in the refrigerator and use within forty-eight hours.,
2106,Medication Instructions,Do not freeze the oral suspension.,
2107,Medication Instructions,Keep the medication away from direct light by storing in a dark cupboard.,
2108,Medication Instructions,Store the tablets in a cool place and avoid exposure to humidity.,
2109,Medication Instructions,Do not store the medication in the freezer unless specifically instructed.,
2110,Medication Instructions,Keep the medication in its original foil packaging until use.,
2111,Medication Instructions,"Store the cream in a cool, dry place and keep the cap tightly closed.",
2112,Medication Instructions,Do not use the medication if the packaging has been tampered with.,
2113,Medication Instructions,Keep the medication at the recommended storage temperature at all times.,
2114,Medication Instructions,Store the drops in an upright position to prevent leakage.,
2115,Medication Instructions,Do not expose the medication to direct sunlight during storage.,
2116,Medication Instructions,Keep the medication in a secure location to prevent accidental ingestion.,
2117,Medication Instructions,Store the medication in a place that is not accessible to young children.,
2118,Medication Instructions,Do not store the medication in a damp or wet environment.,
2119,Medication Instructions,Keep the medication in its original box with the package insert.,
2120,Medication Instructions,Store the medication at a consistent temperature to maintain its effectiveness.,
2121,Medication Instructions,Do not use the medication if the seal has been broken before purchase.,
2122,Medication Instructions,Keep the medication away from electrical appliances that generate heat.,
2123,Medication Instructions,Store the medication in a cool location during hot weather.,
2124,Medication Instructions,Do not store the medication in a location where it could be confused with other medicines.,
2125,Medication Instructions,Keep the medication in a dry container if you live in a humid climate.,
2126,Medication Instructions,Store the medication in the original bottle with the desiccant sachet included.,
2127,Medication Instructions,Do not store the medication in a place where children can reach it by climbing.,
2128,Medication Instructions,Keep the medication away from direct heat sources such as ovens and stoves.,
2129,Medication Instructions,Store the medication in a clearly labelled container to avoid confusion.,
2130,Medication Instructions,Do not store the medication in a location subject to vibration.,
2131,Medication Instructions,Keep the medication in a place that is easy to access for the patient.,
2132,Medication Instructions,"Store the medication in a cool, ventilated area away from direct sunlight.",
2133,Medication Instructions,Do not store the medication in a location where it could be damaged by water.,
2134,Medication Instructions,Keep the medication in its original packaging to preserve stability.,
2135,Medication Instructions,Store the medication in a location that maintains a consistent temperature.,
2136,Medication Instructions,Do not store the medication near aerosols or flammable substances.,
2137,Medication Instructions,"Keep the medication in a clean, dry storage area.",
2138,Medication Instructions,Store the medication in a location that is free from pests and insects.,
2139,Medication Instructions,Do not store the medication in a location that is subject to extreme temperature changes.,
2140,Medication Instructions,Keep the medication in a location that is well-ventilated and dry.,
2141,Medication Instructions,Store the medication in a location that is protected from light and moisture.,
2142,Medication Instructions,Stop taking this medicine and seek medical help if you develop a severe rash.,
2143,Medication Instructions,This medicine may cause drowsiness; do not drive or operate machinery.,
2144,Medication Instructions,Nausea and vomiting are common side effects that usually improve after a few days.,
2145,Medication Instructions,Contact your doctor immediately if you experience chest pain while taking this medicine.,
2146,Medication Instructions,This medicine may cause dizziness; stand up slowly to avoid falls.,
2147,Medication Instructions,Headache is a common side effect and usually resolves on its own.,
2148,Medication Instructions,Seek emergency help immediately if you develop difficulty breathing.,
2149,Medication Instructions,This medicine may cause increased sensitivity to sunlight; use sunscreen outdoors.,
2150,Medication Instructions,Diarrhoea is a common side effect; drink plenty of fluids to stay hydrated.,
2151,Medication Instructions,Stop taking this medicine if you develop yellowing of the skin or eyes.,
2152,Medication Instructions,This medicine may cause a dry cough; inform your doctor if it becomes bothersome.,
2153,Medication Instructions,"Seek medical attention if you develop swelling of the face, lips, or throat.",
2154,Medication Instructions,This medicine may cause constipation; increase your fluid and fibre intake.,
2155,Medication Instructions,Contact your doctor if you notice unusual bruising or bleeding.,
2156,Medication Instructions,This medicine may cause insomnia; take it in the morning to reduce sleep disturbance.,
2157,Medication Instructions,Seek medical help if you develop severe stomach pain while taking this medicine.,
2158,Medication Instructions,This medicine may cause a metallic taste in the mouth.,
2159,Medication Instructions,Contact your doctor if you experience muscle pain or weakness.,
2160,Medication Instructions,This medicine may cause increased urination; this is expected and not harmful.,
2161,Medication Instructions,Seek medical attention if you develop a fever while taking this medicine.,
2162,Medication Instructions,This medicine may cause weight gain; monitor your weight regularly.,
2163,Medication Instructions,Contact your doctor if you notice changes in your vision while taking this medicine.,
2164,Medication Instructions,This medicine may cause hair loss; this is usually temporary.,
2165,Medication Instructions,Seek medical help if you develop signs of an allergic reaction.,
2166,Medication Instructions,This medicine may cause mood changes; inform your doctor if you feel depressed.,
2167,Medication Instructions,Contact your doctor if you experience numbness or tingling in your hands or feet.,
2168,Medication Instructions,This medicine may cause a skin rash; stop taking it and consult your doctor.,
2169,Medication Instructions,Seek medical attention if you develop swollen ankles or feet.,
2170,Medication Instructions,"This medicine may cause loss of appetite; try eating small, frequent meals.",
2171,Medication Instructions,Contact your doctor if you develop a persistent cough while taking this medicine.,
2172,Medication Instructions,This medicine may cause stomach upset; take it with food to reduce discomfort.,
2173,Medication Instructions,Seek medical help if you develop confusion or memory problems.,
2174,Medication Instructions,This medicine may cause increased sweating; this is usually not harmful.,
2175,Medication Instructions,Contact your doctor if you experience heart palpitations while taking this medicine.,
2176,Medication Instructions,This medicine may cause a decrease in blood pressure; monitor regularly.,
2177,Medication Instructions,Seek medical attention if you develop signs of liver problems such as dark urine.,
2178,Medication Instructions,This medicine may cause dry mouth; sip water frequently and chew sugar-free gum.,
2179,Medication Instructions,Contact your doctor if you develop joint pain while taking this medicine.,
2180,Medication Instructions,This medicine may cause fatigue; rest as needed and avoid strenuous activity.,
2181,Medication Instructions,Seek medical help if you develop a severe headache that does not go away.,
2182,Medication Instructions,This medicine may cause increased blood sugar; monitor your glucose levels.,
2183,Medication Instructions,Contact your doctor if you notice changes in your heart rate.,
2184,Medication Instructions,This medicine may cause skin discolouration; this is usually harmless.,
2185,Medication Instructions,Seek medical attention if you develop difficulty swallowing while taking this medicine.,
2186,Medication Instructions,This medicine may cause back pain; inform your doctor if it is severe.,
2187,Medication Instructions,Contact your doctor if you develop signs of infection such as fever or chills.,
2188,Medication Instructions,This medicine may cause a decrease in white blood cells; report any signs of infection.,
2189,Medication Instructions,Seek medical help if you develop a rash with blistering or peeling skin.,
2190,Medication Instructions,This medicine may cause increased sensitivity to cold temperatures.,
2191,Medication Instructions,Contact your doctor if you experience shortness of breath while taking this medicine.,
2192,Medication Instructions,This medicine may cause ringing in the ears; inform your doctor if it persists.,
2193,Medication Instructions,Seek medical attention if you develop signs of kidney problems such as reduced urine output.,
2194,Medication Instructions,This medicine may cause a burning sensation at the injection site.,
