sentence_id,domain_category,english_text,sesotho_text
2401,Medication Instructions,Do not adjust your dose schedule without consulting your doctor.,U se ke ua fetola lenaneo la hau la dose ntle le ho buisana le ngaka ea hau.
2402,Medication Instructions,"If you miss a dose, set a reminder to help you remember future doses.","Haeba u lahlehetsoe ke dose, beha temoso ho u thusa ho hopola li-dose tsa kamoso."
2403,Medication Instructions,Contact your pharmacist if you are unsure what to do after missing a dose.,Ikopanye le pharmacist ea hau haeba u sa tsebe ho etsa eng ka mor'a ho lahlehela ke dose.
2404,Medication Instructions,"If you miss a dose, take it as soon as you remember and then continue as before.","Haeba u lahlehetsoe ke dose, e nke hang hang ha u hopola ebe u tsoele pele joalo ka pele."
2405,Medication Instructions,Do not take a missed dose if it is almost time for your next scheduled dose.,U se ke ua nka dose e lahlehileng haeba e se e le haufinyane le nako ea dose ea hau e latelang e reretseng.
2406,Medication Instructions,"If you miss a dose of an antibiotic, take it as soon as possible to maintain drug levels.","Haeba u lahlehetsoe ke dose ea antibiotic, e nke kamoo ho khonehang ka potlako ho boloka maemo a moriana."
2407,Medication Instructions,Do not stop taking your medicine because you missed a dose; continue the course.,U se ke ua emisa ho nka moriana oa hau hobane u lahlehetsoe ke dose; tsoela pele le khoroso.
2408,Medication Instructions,"If you miss a dose, write it down and inform your doctor at the next visit.","Haeba u lahlehetsoe ke dose, e ngola mme u tsebise ngaka ea hau tsebelisong e latelang."
2409,Medication Instructions,"Take the missed dose as soon as you remember, even if it is late at night.","Nka dose e lahlehileng hang hang ha u hopola, le ha e le bosiu bo bofubelu."
2410,Medication Instructions,"If you miss a dose by only a few hours, take it immediately.","Haeba u lahlehetsoe ke dose ka maho a mang feela, e nke hang hang."
2411,Medication Instructions,Do not take a double dose of a blood thinner if you miss one; contact your doctor.,U se ke ua nka dose e habeli ea moriana o fokohisang mali haeba u lahlehetsoe ke e le ngoe; ikopanye le ngaka ea hau.
2412,Medication Instructions,"If you miss a dose of insulin, check your blood sugar and follow your doctor's advice.","Haeba u lahlehetsoe ke dose ea insulin, hlahloba tsoekere ea hau ea mali mme u latele keletso ea ngaka ea hau."
2413,Medication Instructions,Do not take a missed dose of a sedative if you are about to drive.,U se ke ua nka dose e lahlehileng ea sedative haeba u se u le haufi le ho khanna.
2414,Medication Instructions,"If you miss a dose, use a pill organiser to help you remember in the future.","Haeba u lahlehetsoe ke dose, sebelisa pill organiser ho u thusa ho hopola nakong e tlang."
2415,Medication Instructions,"Take the missed dose as soon as you remember, unless your next dose is due soon.","Nka dose e lahlehileng hang hang ha u hopola, ntle le haeba dose ea hau e latelang e se e le haufinyane."
2416,Medication Instructions,"If you miss a dose of a contraceptive pill, follow the instructions in the package leaflet.","Haeba u lahlehetsoe ke dose ea pilisi ea contraceptive, latela litaelo tse phupung ea moriana."
2417,Medication Instructions,Do not take a double dose of a heart medicine if you miss one; contact your doctor.,U se ke ua nka dose e habeli ea moriana oa pelo haeba u lahlehetsoe ke e le ngoe; ikopanye le ngaka ea hau.
2418,Medication Instructions,"If you miss a dose, take it at the next convenient time and adjust the schedule.","Haeba u lahlehetsoe ke dose, e nke nako e latelang e lokelang mme u fetole lenaneo."
2419,Medication Instructions,"Do not skip doses intentionally, as this may reduce the effectiveness of treatment.","U se ke ua tlohela li-dose ka boomo, hobane sena se ka fokotsa bokgoni ba phekolo."
2420,Medication Instructions,"If you miss a dose of an antiepileptic drug, take it as soon as possible.","Haeba u lahlehetsoe ke dose ea moriana oa antiepileptic, e nke kamoo ho khonehang ka potlako."
2421,Medication Instructions,"Take the missed dose as soon as you remember, but do not take two doses at once.","Nka dose e lahlehileng hang hang ha u hopola, empa u se ke ua nka li-dose tse peli ka nako e le ngoe."
2422,Medication Instructions,"If you miss a dose of a thyroid medicine, take it the same day if possible.","Haeba u lahlehetsoe ke dose ea moriana oa thyroid, e nke letsatsing le leng leo haeba ho khoneha."
2423,Medication Instructions,Do not take a double dose of a diabetes medicine if you miss one.,U se ke ua nka dose e habeli ea moriana oa tsoekere haeba u lahlehetsoe ke e le ngoe.
2424,Medication Instructions,"If you miss a dose, resume your normal schedule the next day.","Haeba u lahlehetsoe ke dose, khutlela lenaneo la hau la kamehla letsatsing le latelang."
2425,Medication Instructions,"Take the missed dose as soon as you remember, then continue your regular dosing schedule.","Nka dose e lahlehileng hang hang ha u hopola, ebe u tsoele pele le lenaneo la hau la kamehla la ho nka moriana."
2426,Medication Instructions,"If you miss a dose of an antihypertensive, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antihypertensive, e nke hang hang ha u hopola."
2427,Medication Instructions,Do not take a double dose of an anticoagulant if you miss one; contact your doctor.,U se ke ua nka dose e habeli ea anticoagulant haeba u lahlehetsoe ke e le ngoe; ikopanye le ngaka ea hau.
2428,Medication Instructions,"If you miss a dose of an antidepressant, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antidepressant, e nke hang hang ha u hopola."
2429,Medication Instructions,"Take the missed dose as soon as possible, but skip it if it is almost time for the next dose.","Nka dose e lahlehileng kamoo ho khonehang ka potlako, empa e tlohele haeba e se e le haufinyane le nako ea dose e latelang."
2430,Medication Instructions,"If you miss a dose of an antiviral, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antiviral, e nke hang hang ha u hopola."
2431,Medication Instructions,Do not take a double dose of a diuretic if you miss one.,U se ke ua nka dose e habeli ea diuretic haeba u lahlehetsoe ke e le ngoe.
2432,Medication Instructions,"If you miss a dose of an antifungal, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antifungal, e nke hang hang ha u hopola."
2433,Medication Instructions,"Take the missed dose as soon as you remember, unless advised otherwise by your doctor.","Nka dose e lahlehileng hang hang ha u hopola, ntle le haeba ngaka ea hau e laetsa ngoana."
2434,Medication Instructions,"If you miss a dose of an antiparasitic, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antiparasitic, e nke hang hang ha u hopola."
2435,Medication Instructions,Do not take a double dose of a corticosteroid if you miss one.,U se ke ua nka dose e habeli ea corticosteroid haeba u lahlehetsoe ke e le ngoe.
2436,Medication Instructions,"If you miss a dose of an antiretroviral, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antiretroviral, e nke hang hang ha u hopola."
2437,Medication Instructions,"Take the missed dose as soon as possible, then resume your normal schedule.","Nka dose e lahlehileng kamoo ho khonehang ka potlako, ebe u khutlele lenaneo la hau la kamehla."
2438,Medication Instructions,"If you miss a dose of an antituberculosis drug, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea moriana oa ho loa TB, e nke hang hang ha u hopola."
2439,Medication Instructions,Do not take a double dose of an immunosuppressant if you miss one.,U se ke ua nka dose e habeli ea immunosuppressant haeba u lahlehetsoe ke e le ngoe.
2440,Medication Instructions,"If you miss a dose of a bronchodilator, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea bronchodilator, e nke hang hang ha u hopola."
2441,Medication Instructions,"Take the missed dose as soon as you remember, and continue the course.","Nka dose e lahlehileng hang hang ha u hopola, mme u tsoele pele le khoroso."
2442,Medication Instructions,"If you miss a dose of a proton pump inhibitor, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea proton pump inhibitor, e nke hang hang ha u hopola."
2443,Medication Instructions,Do not take a double dose of an antipsychotic if you miss one.,U se ke ua nka dose e habeli ea antipsychotic haeba u lahlehetsoe ke e le ngoe.
2444,Medication Instructions,"If you miss a dose of a statin, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea statin, e nke hang hang ha u hopola."
2445,Medication Instructions,"Take the missed dose as soon as possible, unless it is nearly time for the next dose.","Nka dose e lahlehileng kamoo ho khonehang ka potlako, ntle le haeba e se e le haufinyane le nako ea dose e latelang."
2446,Medication Instructions,"If you miss a dose of an antihistamine, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antihistamine, e nke hang hang ha u hopola."
2447,Medication Instructions,Do not take a double dose of an antiepileptic if you miss one.,U se ke ua nka dose e habeli ea antiepileptic haeba u lahlehetsoe ke e le ngoe.
2448,Medication Instructions,"If you miss a dose of a muscle relaxant, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea muscle relaxant, e nke hang hang ha u hopola."
2449,Medication Instructions,"Take the missed dose as soon as you remember, then continue as directed.","Nka dose e lahlehileng hang hang ha u hopola, ebe u tsoele pele joalo ka ha ho laetsoe."
2450,Medication Instructions,"If you miss a dose of a pain reliever, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea moriana oa mahloko, e nke hang hang ha u hopola."
2451,Medication Instructions,Do not take a double dose of a thyroid medicine if you miss one.,U se ke ua nka dose e habeli ea moriana oa thyroid haeba u lahlehetsoe ke e le ngoe.
2452,Medication Instructions,"If you miss a dose of a vitamin supplement, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea sesebelisoa sa vitamin, e nke hang hang ha u hopola."
2453,Medication Instructions,"Take the missed dose as soon as possible, and do not double up.","Nka dose e lahlehileng kamoo ho khonehang ka potlako, mme u se ke ua phindolla."
2454,Medication Instructions,"If you miss a dose of a mineral supplement, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea sesebelisoa sa mineral, e nke hang hang ha u hopola."
2455,Medication Instructions,Do not take a double dose of a contraceptive pill if you miss one.,U se ke ua nka dose e habeli ea pilisi ea contraceptive haeba u lahlehetsoe ke e le ngoe.
2456,Medication Instructions,"If you miss a dose of an eye drop, instil it as soon as you remember.","Haeba u lahlehetsoe ke dose ea litšoelelo tsa leihlo, li kenya hang hang ha u hopola."
2457,Medication Instructions,"Take the missed dose as soon as you remember, unless otherwise instructed.","Nka dose e lahlehileng hang hang ha u hopola, ntle le haeba ho laetsoe ngoana."
2458,Medication Instructions,"If you miss a dose of a nasal spray, use it as soon as you remember.","Haeba u lahlehetsoe ke dose ea nasal spray, e sebelise hang hang ha u hopola."
2459,Medication Instructions,Do not take a double dose of an inhaler if you miss one.,U se ke ua nka dose e habeli ea inhaler haeba u lahlehetsoe ke e le ngoe.
2460,Medication Instructions,"If you miss a dose of a skin cream, apply it as soon as you remember.","Haeba u lahlehetsoe ke dose ea cream ea letlalo, e sebelise hang hang ha u hopola."
2461,Medication Instructions,"Take the missed dose as soon as possible, then continue your treatment.","Nka dose e lahlehileng kamoo ho khonehang ka potlako, ebe u tsoele pele le phekolo ea hau."
2462,Medication Instructions,"If you miss a dose of a patch, apply it as soon as you remember.","Haeba u lahlehetsoe ke dose ea patch, e beha hang hang ha u hopola."
2463,Medication Instructions,Do not take a double dose of a suppository if you miss one.,U se ke ua nka dose e habeli ea suppository haeba u lahlehetsoe ke e le ngoe.
2464,Medication Instructions,"If you miss a dose of an oral rehydration solution, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea setšoelo sa ho busa metsi ka molomo, e nke hang hang ha u hopola."
2465,Medication Instructions,"Take the missed dose as soon as you remember, and continue the prescribed course.","Nka dose e lahlehileng hang hang ha u hopola, mme u tsoele pele le khoroso e laetsoeng."
2466,Medication Instructions,"If you miss a dose of a cough syrup, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea syrup ea ho kohoa, e nke hang hang ha u hopola."
2467,Medication Instructions,Do not take a double dose of a laxative if you miss one.,U se ke ua nka dose e habeli ea laxative haeba u lahlehetsoe ke e le ngoe.
2468,Medication Instructions,"If you miss a dose of an antacid, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antacid, e nke hang hang ha u hopola."
2469,Medication Instructions,"Take the missed dose as soon as possible, and continue as directed by your doctor.","Nka dose e lahlehileng kamoo ho khonehang ka potlako, mme u tsoele pele joalo ka ha ngaka ea hau e laetsa."
2470,Medication Instructions,"If you miss a dose of a decongestant, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea decongestant, e nke hang hang ha u hopola."
2471,Medication Instructions,Do not take a double dose of an antiemetic if you miss one.,U se ke ua nka dose e habeli ea antiemetic haeba u lahlehetsoe ke e le ngoe.
2472,Medication Instructions,"If you miss a dose of a sleep aid, take it as soon as you remember if it is still night.","Haeba u lahlehetsoe ke dose ea moriana oa boroko, e nke hang hang ha u hopola haeba e ntse e le bosiu."
2473,Medication Instructions,"Take the missed dose as soon as you remember, but never take two doses at once.","Nka dose e lahlehileng hang hang ha u hopola, empa u se ke oa nka li-dose tse peli ka nako e le ngoe."
2474,Medication Instructions,"If you miss a dose of an antispasmodic, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antispasmodic, e nke hang hang ha u hopola."
2475,Medication Instructions,Do not take a double dose of an analgesic if you miss one.,U se ke ua nka dose e habeli ea analgesic haeba u lahlehetsoe ke e le ngoe.
2476,Medication Instructions,"If you miss a dose of a fever reducer, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea moriana oa ho theohisa feberu, e nke hang hang ha u hopola."
2477,Medication Instructions,"Take the missed dose as soon as possible, then resume your normal dosing.","Nka dose e lahlehileng kamoo ho khonehang ka potlako, ebe u khutlele ho nka moriana ha hau ha kamehla."
2478,Medication Instructions,"If you miss a dose of an anti-inflammatory, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea anti-inflammatory, e nke hang hang ha u hopola."
2479,Medication Instructions,Do not take a double dose of an antibiotic if you miss one.,U se ke ua nka dose e habeli ea antibiotic haeba u lahlehetsoe ke e le ngoe.
2480,Medication Instructions,"If you miss a dose of a topical medicine, apply it as soon as you remember.","Haeba u lahlehetsoe ke dose ea moriana oa letlalo, e sebelise hang hang ha u hopola."
2481,Medication Instructions,"Take the missed dose as soon as you remember, and do not alter the schedule.","Nka dose e lahlehileng hang hang ha u hopola, mme u se ke ua fetola lenaneo."
2482,Medication Instructions,Give 5ml of syrup per 10kg of body weight.,Fana ka 5ml ea syrup ka 10kg ea boima ba 'mele.
2483,Medication Instructions,Do not give aspirin to children under twelve years of age.,U se ke ua fana ka aspirin ho bana ba tlase ho lilemo tse leshome le metso e meli.
2484,Medication Instructions,Use the oral syringe provided to measure the correct dose for your child.,Sebelisa syringe ea molomo e fanoeng ho lekola dose e nepahetseng bakeng sa ngoana oa hau.
2485,Medication Instructions,Give the medicine with food or milk to reduce stomach upset in children.,Fana ka moriana le lijo kapa lebese ho fokotsa ho nyakeloa ha mala ho bana.
2486,Medication Instructions,Do not give adult tablets to children; use the paediatric formulation.,U se ke ua fana ka lipilisi tsa batho ba baholo ho bana; sebelisa sebopeho sa bana.
2487,Medication Instructions,Shake the suspension well before measuring the dose for your child.,Nyenyetsa suspension hantle pele ho lekola dose bakeng sa ngoana oa hau.
2488,Medication Instructions,Give the medicine at evenly spaced intervals throughout the day.,Fana ka moriana ka linako tse lekanang ho pholletsa le letsatsi.
2489,Medication Instructions,Do not crush enteric-coated tablets for children; use the liquid form.,U se ke ua hlohlela lipilisi tse koahetsoeng ka hare ho bana; sebelisa sebopeho sa metsi.
2490,Medication Instructions,"Give the correct dose based on your child's weight, not age.","Fana ka dose e nepahetseng ho latela boima ba ngoana oa hau, eseng lilemo."
2491,Medication Instructions,Do not give more than the recommended dose to a child.,U se ke ua fana ka dose e fetang e khothallitsoeng ho ngoana.
