sentence_id,domain_category,english_text,sesotho_text
3001,Symptoms and Complaints,I have difficulty breathing during physical activity.,
3002,Symptoms and Complaints,I feel a rattling sensation in my chest when I breathe.,
3003,Symptoms and Complaints,I have a cough that produces a lot of phlegm.,
3004,Symptoms and Complaints,I am coughing up pink frothy sputum.,
3005,Symptoms and Complaints,I have difficulty breathing and my lips are turning blue.,
3006,Symptoms and Complaints,I feel a tightness in my chest when I breathe in.,
3007,Symptoms and Complaints,I have a cough that has been getting worse over time.,
3008,Symptoms and Complaints,I am coughing up blood-stained mucus.,
3009,Symptoms and Complaints,I have difficulty breathing even when sitting still.,
3010,Symptoms and Complaints,I feel a sharp pain in my chest when I cough.,
3011,Symptoms and Complaints,I have a cough that is triggered by cold air.,
3012,Symptoms and Complaints,I am coughing up clear watery phlegm.,
3013,Symptoms and Complaints,I have difficulty breathing and feel very anxious.,
3014,Symptoms and Complaints,I feel a heaviness in my chest when I breathe.,
3015,Symptoms and Complaints,I have a cough that is triggered by exercise.,
3016,Symptoms and Complaints,I am coughing up thick white mucus.,
3017,Symptoms and Complaints,I have difficulty breathing and my chest is heaving.,
3018,Symptoms and Complaints,I feel a burning sensation in my airways when I breathe.,
3019,Symptoms and Complaints,I have a cough that is triggered by dust.,
3020,Symptoms and Complaints,I am coughing up dark brown mucus.,
3021,Symptoms and Complaints,I have difficulty breathing and my neck veins are bulging.,
3022,Symptoms and Complaints,I feel a pressure in my chest when I breathe.,
3023,Symptoms and Complaints,I have a cough that is triggered by smoke.,
3024,Symptoms and Complaints,I am coughing up rusty-coloured sputum.,
3025,Symptoms and Complaints,I have difficulty breathing and my ankles are swollen.,
3026,Symptoms and Complaints,I feel a squeezing sensation in my chest when I breathe.,
3027,Symptoms and Complaints,I have a cough that is triggered by strong smells.,
3028,Symptoms and Complaints,I am coughing up green mucus with blood streaks.,
3029,Symptoms and Complaints,I have difficulty breathing and feel very tired.,
3030,Symptoms and Complaints,I feel a stabbing pain in my chest when I breathe deeply.,
3031,Symptoms and Complaints,I have a cough that is triggered by lying down.,
3032,Symptoms and Complaints,I am coughing up thick yellow mucus.,
3033,Symptoms and Complaints,I have difficulty breathing and feel very dizzy.,
3034,Symptoms and Complaints,I feel a tightness in my throat when I breathe.,
3035,Symptoms and Complaints,I have a cough that is triggered by eating.,
3036,Symptoms and Complaints,I am coughing up white frothy sputum.,
3037,Symptoms and Complaints,I have difficulty breathing and feel very weak.,
3038,Symptoms and Complaints,I feel a burning sensation in my chest when I breathe.,
3039,Symptoms and Complaints,I have a cough that is triggered by talking.,
3040,Symptoms and Complaints,I am coughing up grey mucus.,
3041,Symptoms and Complaints,I have difficulty breathing and feel very confused.,
3042,Symptoms and Complaints,I feel a heaviness in my throat when I breathe.,
3043,Symptoms and Complaints,I have a cough that is triggered by laughing.,
3044,Symptoms and Complaints,I am coughing up black mucus.,
3045,Symptoms and Complaints,I have difficulty breathing and feel very pale.,
3046,Symptoms and Complaints,I feel a pressure in my throat when I breathe.,
3047,Symptoms and Complaints,I have a cough that is triggered by crying.,
3048,Symptoms and Complaints,I am coughing up blood clots.,
3049,Symptoms and Complaints,I have difficulty breathing and feel very hot.,
3050,Symptoms and Complaints,I feel a squeezing sensation in my throat when I breathe.,
3051,Symptoms and Complaints,I have a cough that is triggered by stress.,
3052,Symptoms and Complaints,I am coughing up thick mucus with a bad smell.,
3053,Symptoms and Complaints,I have difficulty breathing and feel very cold.,
3054,Symptoms and Complaints,I feel a stabbing pain in my throat when I breathe.,
3055,Symptoms and Complaints,I have a cough that is triggered by changes in weather.,
3056,Symptoms and Complaints,I am coughing up mucus with a sweet smell.,
3057,Symptoms and Complaints,I have difficulty breathing and feel very nauseous.,
3058,Symptoms and Complaints,I feel a tightness in my lungs when I breathe.,
3059,Symptoms and Complaints,I have a cough that is triggered by humidity.,
3060,Symptoms and Complaints,I am coughing up mucus with a salty taste.,
3061,Symptoms and Complaints,I have difficulty breathing and feel very anxious and scared.,
3062,Symptoms and Complaints,I feel a heaviness in my lungs when I breathe.,
3063,Symptoms and Complaints,I have a cough that is triggered by dry air.,
3064,Symptoms and Complaints,I am coughing up mucus with a bitter taste.,
3065,Symptoms and Complaints,I have difficulty breathing and my breathing is very noisy.,
3066,Symptoms and Complaints,I feel a pressure in my lungs when I breathe.,
3067,Symptoms and Complaints,I have a cough that is triggered by pollen.,
3068,Symptoms and Complaints,I am coughing up mucus with a metallic taste.,
3069,Symptoms and Complaints,I have difficulty breathing and my breathing is very shallow.,
3070,Symptoms and Complaints,I feel a squeezing sensation in my lungs when I breathe.,
3071,Symptoms and Complaints,I have a cough that is triggered by animal fur.,
3072,Symptoms and Complaints,I am coughing up mucus with a foul taste.,
3073,Symptoms and Complaints,I have difficulty breathing and my breathing is very rapid.,
3074,Symptoms and Complaints,I feel a stabbing pain in my lungs when I breathe.,
