sentence_id,domain_category,english_text,sesotho_text
1201,Tuberculosis,Patients lost to follow-up should be traced and re-engaged in care as soon as possible.,
1202,Tuberculosis,"TB treatment outcomes are worse in patients who are HIV-positive, malnourished, or have drug-resistant TB.",
1203,Tuberculosis,Sputum conversion — the change from a positive to a negative sputum culture — is a key indicator of treatment response.,
1204,Tuberculosis,End-of-treatment sputum culture is used to confirm TB cure.,
1205,Tuberculosis,Post-TB lung disease — persistent respiratory impairment after TB treatment — affects many TB survivors.,
1206,Tuberculosis,TB treatment in children uses weight-based dosing of the same first-line drugs used in adults.,
1207,Tuberculosis,Child-friendly TB drug formulations such as dispersible tablets improve dosing accuracy in young children.,
1208,Tuberculosis,TB meningitis in children requires a longer treatment duration of at least nine to twelve months.,
1209,Tuberculosis,Corticosteroids are used alongside TB treatment for TB meningitis and pericarditis to reduce inflammation.,
1210,Tuberculosis,Children with TB should be assessed for nutritional status and provided with nutritional support.,
1211,Tuberculosis,Parents and caregivers must be educated about the importance of completing TB treatment in their children.,
1212,Tuberculosis,Household contacts of a child with TB should be screened for TB and latent TB infection.,
1213,Tuberculosis,Children under five who are household contacts of a TB case should receive TB preventive therapy.,
1214,Tuberculosis,TB in adolescents is often under-diagnosed because symptoms may be attributed to other causes.,
1215,Tuberculosis,"Adolescents with TB face unique challenges including school disruption, stigma, and adherence difficulties.",
1216,Tuberculosis,Pregnant women with TB should be treated immediately as untreated TB poses greater risk than the drugs.,
1217,Tuberculosis,Streptomycin should not be used in pregnant women due to the risk of foetal ototoxicity.,
1218,Tuberculosis,Breastfeeding is safe for women on standard first-line TB treatment.,
1219,Tuberculosis,Elderly patients may require dose adjustments of TB drugs due to reduced kidney and liver function.,
1220,Tuberculosis,Patients with chronic liver disease require careful monitoring and possible drug substitutions during TB treatment.,
1221,Tuberculosis,Patients with chronic kidney disease may need dose adjustments for renally cleared TB drugs.,
1222,Tuberculosis,Diabetic patients on TB treatment should have their blood glucose monitored closely.,
1223,Tuberculosis,Rifampicin reduces the effectiveness of oral contraceptives; women should use alternative contraception.,
1224,Tuberculosis,TB patients who use alcohol should be counselled about the increased risk of liver toxicity.,
1225,Tuberculosis,Patients on antiretroviral therapy and TB treatment simultaneously require careful management of drug interactions.,
1226,Tuberculosis,Rifampicin significantly reduces plasma levels of many antiretroviral drugs including protease inhibitors.,
1227,Tuberculosis,Efavirenz is the preferred NNRTI for use with rifampicin-containing TB treatment.,
1228,Tuberculosis,Dolutegravir dose adjustment may be required when used with rifampicin.,
1229,Tuberculosis,Rifampicin reduces warfarin levels; anticoagulation should be monitored carefully.,
1230,Tuberculosis,"Rifampicin can reduce the effectiveness of methadone, requiring dose increases in patients on opioid substitution therapy.",
1231,Tuberculosis,"Isoniazid inhibits the metabolism of phenytoin, potentially causing phenytoin toxicity.",
1232,Tuberculosis,Patients on TB treatment should inform all their healthcare providers about their medications.,
1233,Tuberculosis,A pharmacist review of all medications is recommended when starting TB treatment in patients on multiple drugs.,
1234,Tuberculosis,Antacids containing aluminium or magnesium can reduce the absorption of some TB drugs.,
1235,Tuberculosis,TB drugs should be taken at the same time each day to maintain consistent blood levels.,
1236,Tuberculosis,Sputum smear and culture should be repeated monthly during TB treatment to monitor response.,
1237,Tuberculosis,Liver function tests should be performed at baseline and repeated if symptoms of hepatotoxicity develop.,
1238,Tuberculosis,Visual acuity testing should be performed before and during ethambutol treatment.,
1239,Tuberculosis,Weight should be monitored monthly during TB treatment; weight gain is a sign of treatment response.,
