sentence_id,domain_category,english_text,sesotho_text
1,HIV,Antiretroviral therapy should be started as soon as possible after an HIV diagnosis.,
2,HIV,All people living with HIV should receive antiretroviral therapy regardless of their CD4 count.,
3,HIV,Starting ART early reduces the risk of serious illness and death.,
4,HIV,Your doctor will choose the best ART regimen based on your health and other medicines you take.,
5,HIV,ART does not cure HIV but it controls the virus and protects your immune system.,
6,HIV,You must take ART every day for the rest of your life.,
7,HIV,Missing doses of ART can cause the virus to become resistant to treatment.,
8,HIV,Taking ART at the same time every day helps maintain the right level of medicine in your blood.,
9,HIV,ART reduces the amount of HIV in your blood to very low levels.,
10,HIV,People on ART can live long and healthy lives.,
11,HIV,ART protects your immune system by keeping your CD4 count high.,
12,HIV,The goal of ART is to make the viral load undetectable in your blood.,
13,HIV,An undetectable viral load means the treatment is working.,
14,HIV,Do not stop taking your ART even if you feel healthy.,
15,HIV,Tell your healthcare provider if you have difficulty taking your medicines every day.,
16,HIV,A pill organiser can help you remember to take your medicines on time.,
17,HIV,Setting a daily alarm can help you remember to take your HIV medicine.,
18,HIV,Ask a trusted friend or family member to help remind you to take your medicine.,
19,HIV,Your pharmacist can answer questions about your HIV medicines.,
20,HIV,Always collect your ART refill before you run out of medicine.,
21,HIV,A CD4 count measures the number of CD4 cells in your blood.,
22,HIV,A normal CD4 count is between 500 and 1500 cells per cubic millimetre.,
23,HIV,A CD4 count below 200 means your immune system is severely weakened.,
24,HIV,Your CD4 count should be checked regularly when you start ART.,
25,HIV,A rising CD4 count means your immune system is recovering on ART.,
26,HIV,Viral load testing measures how much HIV is in your blood.,
27,HIV,A viral load below 200 copies per millilitre is considered suppressed.,
28,HIV,Viral load should be tested six months after starting ART.,
29,HIV,A high viral load means the virus is not well controlled.,
30,HIV,Regular monitoring helps your doctor know if your ART is working.,
31,HIV,Blood tests for HIV monitoring are usually done every three to six months.,
32,HIV,Keep all your laboratory appointments even if you feel well.,
33,HIV,Ask your healthcare provider to explain your test results to you.,
34,HIV,A falling CD4 count may mean your treatment needs to be changed.,
