sentence_id,domain_category,english_text,sesotho_text
1001,Tuberculosis,Tuberculosis is an infectious disease caused by the bacterium Mycobacterium tuberculosis.,
1002,Tuberculosis,"TB primarily affects the lungs but can also affect the kidneys, spine, and brain.",
1003,Tuberculosis,TB is one of the leading infectious disease killers worldwide.,
1004,Tuberculosis,"In 2023, approximately 10.8 million people fell ill with TB globally.",
1005,Tuberculosis,TB is both preventable and curable with the right treatment.,
1006,Tuberculosis,Mycobacterium tuberculosis is a slow-growing bacterium that can remain dormant in the body for years.,
1007,Tuberculosis,TB disease occurs when the immune system cannot contain the TB bacteria.,
1008,Tuberculosis,South Africa has one of the highest TB burdens in the world.,
1009,Tuberculosis,"TB disproportionately affects people living in poverty, overcrowded conditions, and those with weakened immune systems.",
1010,Tuberculosis,The End TB Strategy aims to reduce TB deaths by 95% and new cases by 90% by 2035.,
1011,Tuberculosis,TB is classified as pulmonary TB when it affects the lungs and extrapulmonary TB when it affects other organs.,
1012,Tuberculosis,Pulmonary TB is the most common and most infectious form of the disease.,
1013,Tuberculosis,"Extrapulmonary TB can affect the lymph nodes, pleura, bones, joints, and central nervous system.",
1014,Tuberculosis,Miliary TB is a severe form of the disease where bacteria spread through the bloodstream to multiple organs.,
1015,Tuberculosis,TB meningitis is a life-threatening form of extrapulmonary TB affecting the brain and spinal cord.,
1016,Tuberculosis,"Spinal TB, also known as Pott's disease, can cause vertebral destruction and paralysis if untreated.",
1017,Tuberculosis,"TB of the lymph nodes, called scrofula, presents as painless swelling in the neck.",
1018,Tuberculosis,TB pericarditis involves infection of the sac surrounding the heart and can be fatal.,
1019,Tuberculosis,"Abdominal TB can affect the intestines, peritoneum, and abdominal lymph nodes.",
1020,Tuberculosis,TB of the urinary tract can cause blood in the urine and kidney damage.,
1021,Tuberculosis,"TB spreads through the air when a person with active pulmonary TB coughs, sneezes, or speaks.",
1022,Tuberculosis,"TB is not spread by touching, sharing food, or kissing.",
1023,Tuberculosis,A single cough from a person with active TB can release thousands of infectious droplet nuclei.,
1024,Tuberculosis,TB bacteria can remain suspended in the air for several hours in poorly ventilated spaces.,
1025,Tuberculosis,Close and prolonged contact with an infectious TB patient increases the risk of transmission.,
1026,Tuberculosis,Household contacts of TB patients are at highest risk of infection.,
1027,Tuberculosis,Healthcare workers are at elevated risk of TB due to occupational exposure.,
1028,Tuberculosis,"Good ventilation in homes, clinics, and public spaces reduces TB transmission risk.",
1029,Tuberculosis,Ultraviolet germicidal irradiation (UVGI) can kill TB bacteria in the air of high-risk settings.,
1030,Tuberculosis,N95 respirators protect healthcare workers from inhaling TB droplet nuclei.,
1031,Tuberculosis,Surgical masks worn by TB patients reduce the number of infectious particles released into the air.,
1032,Tuberculosis,People with latent TB infection are not infectious and cannot spread TB to others.,
1033,Tuberculosis,Only people with active pulmonary TB disease can transmit the infection.,
1034,Tuberculosis,"TB transmission is more likely in crowded settings such as prisons, mines, and informal settlements.",
1035,Tuberculosis,Mineworkers are at particularly high risk of TB due to silica dust exposure and crowded living conditions.,
1036,Tuberculosis,Silicosis caused by silica dust exposure greatly increases the risk of developing TB.,
1037,Tuberculosis,TB transmission in schools can occur when a teacher or student has undiagnosed active TB.,
1038,Tuberculosis,Air travel can facilitate TB transmission in confined aircraft cabins during long flights.,
1039,Tuberculosis,Contact tracing is essential to identify and test people who may have been exposed to TB.,
1040,Tuberculosis,TB transmission can be interrupted by early diagnosis and prompt initiation of effective treatment.,
1041,Tuberculosis,The most common symptom of pulmonary TB is a persistent cough lasting more than two weeks.,
1042,Tuberculosis,TB symptoms include coughing up blood or blood-stained sputum.,
1043,Tuberculosis,Night sweats are a classic symptom of active TB disease.,
1044,Tuberculosis,Unexplained weight loss is a common symptom of TB and other serious illnesses.,
1045,Tuberculosis,"Fever, fatigue, and loss of appetite are general symptoms associated with active TB.",
