sentence_id,domain_category,english_text,sesotho_text
2001,Medication Instructions,Apply the medicated tape to the corn or callus and leave for forty-eight hours.,Sebelisa tepe ea moriana corn kapa callus mme u e siee ka maho a mashome a mane le robeli.
2002,Medication Instructions,Inhale the medication using a spacer device for better lung delivery.,Hema moriana ka ho sebelisa sesebelisoa sa spacer bakeng sa ho fihla hantle matšoafong.
2003,Medication Instructions,Administer the subcutaneous injection into the fatty tissue of the upper arm.,Fana ka ente ea ka tlase ho letlalo ka hare ho lisele tsa mafura lephakeng le holimo.
2004,Medication Instructions,Apply the eye drops without touching the dropper tip to the eye.,Sebelisa litšoelelo tsa leihlo ntle le ho ama ntlha ea dropper leihlong.
2005,Medication Instructions,Administer the intramuscular injection using the Z-track technique to prevent leakage.,Fana ka ente ea ka hare ho mochine ka ho sebelisa mokoa oa Z-track ho thibela ho tsoa.
2006,Medication Instructions,Place the dissolvable strip on the tongue and allow it to melt.,Beha strip e nyamelang leleme mme u e lumelle ho nyamela.
2007,Medication Instructions,Apply the topical antibiotic to the wound after cleaning it thoroughly.,Sebelisa antibiotic ea letlalo ntoa ka mor'a ho e hlotsa hantle.
2008,Medication Instructions,Administer the rectal suppository after a bowel movement for best absorption.,Fana ka rectal suppository ka mor'a ho ea ntlong ea thokomelo bakeng sa ho metsoa hantle.
2009,Medication Instructions,Inhale the corticosteroid inhaler and rinse your mouth with water afterwards.,Hema inhaler ea corticosteroid mme u hlatsoe molomo oa hau ka metsi ka mor'a moo.
2010,Medication Instructions,Apply the hydrocortisone cream sparingly to the inflamed skin.,Sebelisa cream ea hydrocortisone butle letlalong le ruruhetse.
2011,Medication Instructions,Administer the injection at room temperature; do not inject cold solution.,Fana ka ente ka mocheso oa kamora; u se ke ua kenya setšoelo se bata.
2012,Medication Instructions,Place the oral film on the tongue and close your mouth until it dissolves.,Beha film ea molomo leleme mme u koale molomo oa hau ho fihlela e nyamela.
2013,Medication Instructions,Apply the antiviral cream at the first sign of a cold sore.,Sebelisa cream ea antiviral letšoaong la pele la cold sore.
2014,Medication Instructions,Administer the intramuscular injection into the anterolateral thigh in young children.,Fana ka ente ea ka hare ho mochine ka hare ho anterolateral thigh ho bana ba banyenyane.
2015,Medication Instructions,Inhale the salbutamol inhaler and wait fifteen minutes before using the steroid inhaler.,Hema inhaler ea salbutamol mme u eme metsotso e leshome le metso e mehlano pele ho sebelisa inhaler ea steroid.
2016,Medication Instructions,Apply the medicated dressing to the ulcer and change it every two days.,Sebelisa dressing ea moriana ulcer mme u e fetole matsatsi a mabeli le mabeli.
2017,Medication Instructions,Administer the subcutaneous injection by rotating sites to prevent lipodystrophy.,Fana ka ente ea ka tlase ho letlalo ka ho potoloha libaka ho thibela lipodystrophy.
2018,Medication Instructions,Place the tablet on the tongue and swallow with water.,Beha pilisi leleme mme u e metse le metsi.
2019,Medication Instructions,Apply the sunscreen before applying any medicated topical cream.,Sebelisa sunscreen pele ho sebelisa cream efe kape efe ea moriana ea letlalo.
2020,Medication Instructions,Administer the intravenous antibiotic over thirty minutes to reduce vein irritation.,Fana ka antibiotic ea madi ka hare ho metsotso e mashome a mararo ho fokotsa ho khathatsa ha mosela.
2021,Medication Instructions,Inhale the powder inhaler by breathing in forcefully and deeply.,Hema powder inhaler ka ho hema ka matla le ka botebo.
2022,Medication Instructions,Apply the zinc oxide cream to the nappy area at each change.,Sebelisa cream ea zinc oxide sebakeng sa nappy ha ho fetoloa le leng le le leng.
2023,Medication Instructions,Administer the injection only after checking the solution for particles.,Fana ka ente feela ka mor'a ho hlahloba setšoelo bakeng sa likaroloana.
2024,Medication Instructions,Place the chewable tablet in the mouth and chew thoroughly before swallowing.,Beha pilisi ea ho hlafuna molomong mme u e hlafune hantle pele ho metsa.
2025,Medication Instructions,Apply the ear drops and remain lying down for five minutes after instillation.,Sebelisa litšoelelo tsa tsebe mme u lule u robetse ka metsotso e mehlano ka mor'a ho kenya.
2026,Medication Instructions,Administer the nasal drops by tilting the head back before instilling.,Fana ka litšoelelo tsa nko ka ho kekela hlooho morao pele ho kenya.
2027,Medication Instructions,Inhale the medication and hold your breath for five to ten seconds.,Hema moriana mme u tšoare moya oa hau ka metsotso e mehlano ho isa ho e leshome.
2028,Medication Instructions,Apply the topical antifungal twice daily until the infection clears.,Sebelisa antifungal ea letlalo habeli ka letsatsi ho fihlela tšoaetso e fela.
2029,Medication Instructions,Administer the subcutaneous injection using a short needle at a ninety-degree angle.,Fana ka ente ea ka tlase ho letlalo ka ho sebelisa inaliti e khutšoanyane ka konokono ea masome a robong.
2030,Medication Instructions,Place the dispersible tablet in a small amount of water before giving to a child.,Beha pilisi e phatlalatsehang metsin a manyenyane pele ho fana le ngoana.
2031,Medication Instructions,Apply the medicated lip balm to cracked lips four times daily.,Sebelisa lip balm ea moriana molomo o phatlohileng habeli ka letsatsi.
2032,Medication Instructions,Administer the intramuscular injection into the gluteus medius muscle.,Fana ka ente ea ka hare ho mochine ka hare ho mochine oa gluteus medius.
2033,Medication Instructions,Inhale the reliever inhaler at the first sign of breathlessness.,Hema reliever inhaler letšoaong la pele la ho hloka moya.
2034,Medication Instructions,Apply the cooling gel to the forehead to help reduce fever.,Sebelisa cooling gel phatleng ho thusa ho fokotsa feberu.
2035,Medication Instructions,Administer the injection only into sites that are free of bruising or scarring.,Fana ka ente libakeng tse se nang ho phahama ha mali kapa maqeba feela.
2036,Medication Instructions,Place the orally disintegrating tablet on the tongue without water.,Beha pilisi e senyehang ka molomo leleme ntle le metsi.
2037,Medication Instructions,Apply the antibiotic ointment to the eyelid margin using a clean cotton bud.,Sebelisa antibiotic ointment moeling oa sefahleho sa leihlo ka ho sebelisa cotton bud e hloekileng.
2038,Medication Instructions,Administer the nebuliser treatment for ten to fifteen minutes per session.,Fana ka phekolo ea nebuliser ka metsotso e leshome ho isa ho e leshome le metso e mehlano ka session le leng le le leng.
2039,Medication Instructions,"Inhale the preventer inhaler every day, even when you feel well.","Hema preventer inhaler letsatsi le leng le le leng, le ha u ikutloa u phela hantle."
2040,Medication Instructions,Apply the topical steroid cream in a thin layer and do not cover with a bandage.,Sebelisa cream ea steroid ea letlalo ka lera le petšo mme u se ke ua koahela ka bandage.
2041,Medication Instructions,Administer the injection and apply gentle pressure to the site afterwards.,Fana ka ente mme u kame butle sebaka ka mor'a moo.
2042,Medication Instructions,Place the medicated lozenge in the cheek and allow it to dissolve slowly.,Beha lozenge ea moriana lerameng mme u e lumelle ho nyamela butle.
2043,Medication Instructions,"Store below 25°C in a cool, dry place.","Boloka tlase ho 25°C sebakeng se batang, se omileng."
2044,Medication Instructions,Keep out of direct sunlight and away from heat sources.,Boloka kantle ho letsatsi la kotloloho le hole ho mehloli ea mocheso.
2045,Medication Instructions,Store in the refrigerator between 2°C and 8°C.,Boloka friji lipakeng tsa 2°C le 8°C.
2046,Medication Instructions,Do not freeze this medication.,U se ke ua khatisa moriana ona.
2047,Medication Instructions,Keep the bottle tightly closed after each use.,Boloka botlolo e koaletse hantle ka mor'a tšebediso le 'ngoe le e 'ngoe.
2048,Medication Instructions,Store in the original packaging to protect from light.,Boloka phupung ea pele ho sireletsa ho tsoa leseding.
2049,Medication Instructions,Keep this medicine out of reach of children.,Boloka moriana ona hole le bana.
2050,Medication Instructions,Do not store in the bathroom or near a sink.,U se ke ua boloka bathurumeng kapa haufi le sink.
2051,Medication Instructions,Discard any unused portion after twenty-eight days of opening.,Lahlehisa karolo efe kape efe e sa sebelisoa ka mor'a matsatsi a mashome a mabeli le robeli ho bula.
2052,Medication Instructions,"Store at room temperature, away from moisture and heat.","Boloka ka mocheso oa kamora, hole le metsi le mocheso."
2053,Medication Instructions,Keep the inhaler away from heat and open flames.,Boloka inhaler hole le mocheso le mollo o bulehileng.
2054,Medication Instructions,"Store insulin in the refrigerator until opened, then at room temperature.","Boloka insulin friji ho fihlela e bulioe, ebe ka mocheso oa kamora."
2055,Medication Instructions,Do not use after the expiry date printed on the label.,U se ke ua sebelisa ka mor'a letsatsi la ho fela le hatisitsoeng lebeleng.
2056,Medication Instructions,Store the suspension in the refrigerator and discard after fourteen days.,Boloka suspension friji mme u lahlehise ka mor'a matsatsi a leshome le mane.
2057,Medication Instructions,Keep the medicine in its original container with the lid tightly closed.,Boloka moriana setsing sa ona sa pele le sekoahelo se koaletse hantle.
2058,Medication Instructions,Store in a locked cabinet away from children and pets.,Boloka kabinete e koaletsoeng hole le bana le liphoofolo tsa lapeng.
2059,Medication Instructions,Do not transfer this medicine to another container.,U se ke ua fetisa moriana ona setsing se seng.
2060,Medication Instructions,Store the eye drops in the refrigerator and discard four weeks after opening.,Boloka litšoelelo tsa mahlo friji mme u lahlehise libeke tse nne ka mor'a ho bula.
2061,Medication Instructions,"Keep away from direct heat, moisture, and sunlight.","Boloka hole le mocheso oa kotloloho, metsi, le letsatsi."
2062,Medication Instructions,Store the suppositories in the refrigerator to prevent melting.,Boloka li-suppository friji ho thibela ho nyamela.
2063,Medication Instructions,Do not store above 30°C.,U se ke ua boloka holimo ho 30°C.
2064,Medication Instructions,Keep the oral solution refrigerated and shake well before use.,Boloka setšoelo sa molomo friji mme u nyenyetse hantle pele ho sebelisa.
2065,Medication Instructions,Store the vaccine at the correct cold chain temperature at all times.,Boloka ente ka mocheso o nepahetseng oa cold chain nako tsohle.
2066,Medication Instructions,Do not expose the medication to temperatures above 40°C.,U se ke ua hlahisa moriana mochesong o holimo ho 40°C.
2067,Medication Instructions,Store the cream at room temperature and avoid freezing.,Boloka cream ka mocheso oa kamora mme u hane ho khatisa.
2068,Medication Instructions,Keep the patch in its sealed pouch until ready to use.,Boloka patch setsing sa ona se koaletsoeng ho fihlela u itokiselitse ho sebelisa.
2069,Medication Instructions,"Store the powder for injection in a cool, dry place away from light.","Boloka phutholoho bakeng sa ente sebakeng se batang, se omileng hole le lesedi."
2070,Medication Instructions,Do not refrigerate the tablet formulation.,U se ke ua boloka pilisi friji.
2071,Medication Instructions,"Keep the medicine away from children by storing it in a high, locked cupboard.","Boloka moriana hole le bana ka ho o boloka kabinete e phahameng, e koaletsoeng."
2072,Medication Instructions,Store the reconstituted solution in the refrigerator and use within twenty-four hours.,Boloka setšoelo se busitoeng friji mme u sebelise ka hare ho maho a mashome a mabeli le mane.
2073,Medication Instructions,"Do not store near radiators, stoves, or other heat sources.","U se ke ua boloka haufi le li-radiator, li-stove, kapa mehloli e meng ea mocheso."
2074,Medication Instructions,Keep the nasal spray upright and store at room temperature.,Boloka nasal spray e otlolohile mme u boloke ka mocheso oa kamora.
2075,Medication Instructions,Store the medication in the original blister pack until use.,Boloka moriana phupung ea pele ea blister ho fihlela ho sebelisoa.
2076,Medication Instructions,Do not freeze reconstituted antibiotics.,U se ke ua khatisa li-antibiotic tse busitoeng.
2077,Medication Instructions,Store the oral drops at room temperature away from direct light.,Boloka litšoelelo tsa molomo ka mocheso oa kamora hole le lesedi la kotloloho.
2078,Medication Instructions,Keep the inhaler at room temperature; cold temperatures may reduce its effectiveness.,Boloka inhaler ka mocheso oa kamora; mocheso o bata o ka fokotsa bokgoni ba eona.
