sentence_id,domain_category,english_text,sesotho_text
3801,Appointments and Follow-Up,I have to avoid alcohol while on this course of treatment.,
3802,Appointments and Follow-Up,I would like to know my latest CD4 count results.,
3803,Appointments and Follow-Up,I want to ask the doctor about my viral load test results.,
3804,Appointments and Follow-Up,I would like to know if my TB treatment is working.,
3805,Appointments and Follow-Up,I want to ask about the side effects of my new medication.,
3806,Appointments and Follow-Up,I would like to know how long I will be on this treatment.,
3807,Appointments and Follow-Up,I want to ask if I can switch to a different medication.,
3808,Appointments and Follow-Up,I would like to know if my condition has improved.,
3809,Appointments and Follow-Up,I want to ask the doctor about my blood pressure results.,
3810,Appointments and Follow-Up,I would like to know if my cholesterol levels are normal.,
3811,Appointments and Follow-Up,I want to ask about my blood sugar results.,
3812,Appointments and Follow-Up,I would like to know if I need any additional tests.,
3813,Appointments and Follow-Up,I want to ask the nurse about my next vaccination.,
3814,Appointments and Follow-Up,I would like to know when my next appointment should be.,
3815,Appointments and Follow-Up,I want to ask about the best time to take my medication.,
3816,Appointments and Follow-Up,I would like to know if I can take my medication with food.,
3817,Appointments and Follow-Up,I want to ask if it is safe to take two medications together.,
3818,Appointments and Follow-Up,I would like to know what to do if I miss a dose.,
3819,Appointments and Follow-Up,I want to ask the doctor about pain I have been experiencing.,
3820,Appointments and Follow-Up,I would like to know if my symptoms are related to my medication.,
3821,Appointments and Follow-Up,I want to ask about natural remedies that are safe to use.,
3822,Appointments and Follow-Up,I would like to know if I can exercise while on treatment.,
3823,Appointments and Follow-Up,I want to ask about foods I should avoid on this medication.,
3824,Appointments and Follow-Up,I would like to know if I can drink alcohol in small amounts.,
3825,Appointments and Follow-Up,I want to ask the doctor about my mental health concerns.,
3826,Appointments and Follow-Up,I would like to know about support groups available at the clinic.,
3827,Appointments and Follow-Up,I want to ask about family planning options while on ART.,
3828,Appointments and Follow-Up,I would like to know if my partner needs to be tested.,
3829,Appointments and Follow-Up,I want to ask about the risks of passing my condition to my partner.,
3830,Appointments and Follow-Up,I would like to know about PrEP for my partner.,
3831,Appointments and Follow-Up,I want to ask about the safety of breastfeeding while on ART.,
3832,Appointments and Follow-Up,I would like to know about the health of my baby.,
3833,Appointments and Follow-Up,I want to ask about my child's vaccination schedule.,
3834,Appointments and Follow-Up,I would like to know if my child needs to be tested for HIV.,
3835,Appointments and Follow-Up,I want to ask about TB preventive therapy for my child.,
3836,Appointments and Follow-Up,I would like to know about the nutrition programme at the clinic.,
3837,Appointments and Follow-Up,I want to ask about the social grants available to me.,
3838,Appointments and Follow-Up,I would like to know about the disability grant application process.,
3839,Appointments and Follow-Up,I want to ask about transport assistance to the clinic.,
3840,Appointments and Follow-Up,I would like to know about home-based care services.,
3841,Appointments and Follow-Up,I want to ask about palliative care options.,
3842,Appointments and Follow-Up,I would like to know about the hospice services available.,
3843,Appointments and Follow-Up,I want to ask the doctor about my prognosis.,
3844,Appointments and Follow-Up,I would like to know what to expect in the next few months.,
3845,Appointments and Follow-Up,I want to ask about the long-term effects of my treatment.,
3846,Appointments and Follow-Up,I would like to know if I will need surgery.,
3847,Appointments and Follow-Up,I want to ask about the recovery time after my procedure.,
3848,Appointments and Follow-Up,I would like to know when I can return to work.,
3849,Appointments and Follow-Up,I want to ask about the restrictions on my activities.,
3850,Appointments and Follow-Up,I would like to know when I can resume normal eating.,
3851,Appointments and Follow-Up,I want to ask the doctor for a second opinion.,
3852,Appointments and Follow-Up,I would like to know if I can be referred to a specialist.,
3853,Appointments and Follow-Up,I want to ask about the specialist hospital in this area.,
3854,Appointments and Follow-Up,I would like to know how to access my medical records.,
3855,Appointments and Follow-Up,I want to ask for a copy of my test results.,
3856,Appointments and Follow-Up,I would like to know how to get a medical certificate.,
3857,Appointments and Follow-Up,I want to ask about the complaints procedure at this clinic.,
3858,Appointments and Follow-Up,I would like to know my rights as a patient.,
3859,Appointments and Follow-Up,I want to ask about the patient support services available.,
3860,Appointments and Follow-Up,I would like to know about the clinic's confidentiality policy.,
3861,Appointments and Follow-Up,I want to ask about the cost of my ongoing treatment.,
3862,Appointments and Follow-Up,I would like to know if my treatment is available for free.,
3863,Appointments and Follow-Up,I want to ask about the medication supply at this clinic.,
3864,Appointments and Follow-Up,I would like to know if I can collect my medication at a pharmacy.,
3865,Appointments and Follow-Up,I want to ask about the adherence club at this clinic.,
3866,Appointments and Follow-Up,I would like to know about the fast-track medication collection service.,
3867,Appointments and Follow-Up,I want to ask about the community health worker programme.,
3868,Appointments and Follow-Up,I would like to know about the home delivery of medication.,
3869,Appointments and Follow-Up,I want to ask the nurse to explain my treatment plan again.,
3870,Appointments and Follow-Up,I would like to have my diagnosis explained in simple language.,
3871,Appointments and Follow-Up,I want to ask for written information about my condition.,
3872,Appointments and Follow-Up,I missed my appointment because I was too sick to travel.,
3873,Appointments and Follow-Up,I could not attend my appointment due to lack of transport.,
3874,Appointments and Follow-Up,I missed my follow-up because I had to work that day.,
3875,Appointments and Follow-Up,I forgot about my appointment and did not come.,
3876,Appointments and Follow-Up,I did not come because I ran out of money for transport.,
