sentence_id,domain_category,english_text,sesotho_text
3601,Appointments and Follow-Up,I have arrived for my appointment.,
3602,Appointments and Follow-Up,I am here for my scheduled check-up.,
3603,Appointments and Follow-Up,I have an appointment at ten o'clock this morning.,
3604,Appointments and Follow-Up,I am checking in for my follow-up appointment.,
3605,Appointments and Follow-Up,I arrived early for my appointment.,
3606,Appointments and Follow-Up,I am a bit late for my appointment.,
3607,Appointments and Follow-Up,I missed my appointment and would like to rebook.,
3608,Appointments and Follow-Up,I could not make it to my appointment yesterday.,
3609,Appointments and Follow-Up,I am here for my TB treatment appointment.,
3610,Appointments and Follow-Up,I am here for my ART clinic appointment.,
3611,Appointments and Follow-Up,I have come for my antenatal appointment.,
3612,Appointments and Follow-Up,I am here for my child's immunisation appointment.,
3613,Appointments and Follow-Up,I have an appointment with the nurse today.,
3614,Appointments and Follow-Up,I am here to see the doctor for my follow-up.,
3615,Appointments and Follow-Up,I have a referral appointment at this clinic.,
3616,Appointments and Follow-Up,I am here for my blood test appointment.,
3617,Appointments and Follow-Up,I have come for my X-ray appointment.,
3618,Appointments and Follow-Up,I am here for my ultrasound appointment.,
3619,Appointments and Follow-Up,I have an appointment for my CD4 count test.,
3620,Appointments and Follow-Up,I am here for my viral load test appointment.,
3621,Appointments and Follow-Up,I have come for my counselling appointment.,
3622,Appointments and Follow-Up,I am here for my physiotherapy appointment.,
3623,Appointments and Follow-Up,I have an appointment for a wound dressing.,
3624,Appointments and Follow-Up,I am here for my post-operative follow-up.,
3625,Appointments and Follow-Up,I have come for my discharge review appointment.,
3626,Appointments and Follow-Up,I am here for my nutrition assessment appointment.,
3627,Appointments and Follow-Up,I have an appointment for a family planning consultation.,
3628,Appointments and Follow-Up,I am here for my cervical screening appointment.,
3629,Appointments and Follow-Up,I have come for my mental health follow-up.,
3630,Appointments and Follow-Up,I am here for my diabetes management appointment.,
3631,Appointments and Follow-Up,I have an appointment for a blood pressure review.,
3632,Appointments and Follow-Up,I am here for my cholesterol results appointment.,
3633,Appointments and Follow-Up,I have come for my kidney function results.,
3634,Appointments and Follow-Up,I am here for my liver function test results.,
3635,Appointments and Follow-Up,I have an appointment to collect my medication.,
3636,Appointments and Follow-Up,I am here to pick up my repeat prescription.,
3637,Appointments and Follow-Up,I have come to get my test results.,
3638,Appointments and Follow-Up,I am here to discuss my scan results with the doctor.,
3639,Appointments and Follow-Up,I have an appointment to review my treatment plan.,
3640,Appointments and Follow-Up,I am here for my routine six-month check-up.,
3641,Appointments and Follow-Up,I have come for my annual health review.,
3642,Appointments and Follow-Up,I am here for my three-month ART review.,
3643,Appointments and Follow-Up,I have an appointment for my two-week post-discharge check.,
3644,Appointments and Follow-Up,I am here for my one-month follow-up after starting treatment.,
3645,Appointments and Follow-Up,I have come for my end-of-treatment review.,
3646,Appointments and Follow-Up,I am here for my pre-operative assessment appointment.,
3647,Appointments and Follow-Up,I have an appointment for a second opinion consultation.,
3648,Appointments and Follow-Up,I am here for my specialist referral appointment.,
3649,Appointments and Follow-Up,I have come for my social worker appointment.,
3650,Appointments and Follow-Up,I am here for my health education group session.,
3651,Appointments and Follow-Up,The doctor asked me how I have been feeling since my last visit.,
3652,Appointments and Follow-Up,The nurse checked my weight and height at the appointment.,
3653,Appointments and Follow-Up,My blood pressure was measured at the appointment.,
3654,Appointments and Follow-Up,The doctor reviewed my medication at the follow-up.,
3655,Appointments and Follow-Up,The nurse took a blood sample at my appointment.,
3656,Appointments and Follow-Up,The doctor ordered a chest X-ray at my follow-up.,
3657,Appointments and Follow-Up,The nurse explained my test results at the appointment.,
3658,Appointments and Follow-Up,The doctor changed my medication dose at the follow-up.,
3659,Appointments and Follow-Up,The nurse gave me a new prescription at my appointment.,
3660,Appointments and Follow-Up,The doctor referred me to a specialist at my follow-up.,
3661,Appointments and Follow-Up,The nurse counselled me about my treatment at the appointment.,
3662,Appointments and Follow-Up,The doctor asked about any side effects I have experienced.,
3663,Appointments and Follow-Up,The nurse checked my CD4 count results at the appointment.,
3664,Appointments and Follow-Up,The doctor discussed my viral load results with me.,
