sentence_id,domain_category,english_text,sesotho_text
2801,Symptoms and Complaints,I have been feeling very unwell and am not getting better.,Ke ntse ke ikutloa ke sa phela hantle haholo mme ha ke ntlafale.
2802,Symptoms and Complaints,I feel my whole body is shutting down.,Ke ikutloa 'mele oa ka ka bophara o emisa ho sebetsa.
2803,Symptoms and Complaints,I have been having episodes of sudden chest tightness.,Ke ntse ke na le linako tsa ho tšoaroa ha sefuba ka tšohanyetso.
2804,Symptoms and Complaints,I feel very ill and need to go to the emergency room.,Ke ikutloa ke kula haholo mme ke hloka ho ea kamoreng ea tšohanyetso.
2805,Symptoms and Complaints,I have been feeling very poorly and cannot function.,Ke ntse ke ikutloa ke sa phela hantle haholo mme ha ke khone ho sebetsa.
2806,Symptoms and Complaints,I feel my condition needs urgent medical attention.,Ke ikutloa boemo ba ka bo hloka tlhokomelo ea ngaka ea potlako.
2807,Symptoms and Complaints,I have been having episodes of sudden severe pain.,Ke ntse ke na le linako tsa mahloko a matla ka tšohanyetso.
2808,Symptoms and Complaints,I feel very unwell and have been like this for weeks.,Ke ikutloa ke sa phela hantle haholo mme ke bile joalo ka libeke.
2809,Symptoms and Complaints,I have been feeling very sick and need a blood test.,Ke ntse ke ikutloa ke kula haholo mme ke hloka tlhahlobo ea mali.
2810,Symptoms and Complaints,I feel my body is not healing properly.,Ke ikutloa 'mele oa ka ha o fole hantle.
2811,Symptoms and Complaints,I have been having episodes of sudden swelling.,Ke ntse ke na le linako tsa ho ruruha ka tšohanyetso.
2812,Symptoms and Complaints,I feel very ill and need to be examined by a doctor.,Ke ikutloa ke kula haholo mme ke hloka ho hlahlojoa ke ngaka.
2813,Symptoms and Complaints,I have been feeling very unwell and am losing hope.,Ke ntse ke ikutloa ke sa phela hantle haholo mme ke ntse ke lahleheloa ke ts'epo.
2814,Symptoms and Complaints,I feel my whole body is inflamed.,Ke ikutloa 'mele oa ka ka bophara o ruruhetse.
2815,Symptoms and Complaints,I have been having episodes of sudden rash.,Ke ntse ke na le linako tsa ho ruruha ha letlalo ka tšohanyetso.
2816,Symptoms and Complaints,I feel very sick and need to start treatment immediately.,Ke ikutloa ke kula haholo mme ke hloka ho qala phekolo hang hang.
2817,Symptoms and Complaints,I have been feeling very poorly and need support.,Ke ntse ke ikutloa ke sa phela hantle haholo mme ke hloka tshehetso.
2818,Symptoms and Complaints,I feel my condition is affecting my quality of life.,Ke ikutloa boemo ba ka bo angoa boleng ba bophelo ba ka.
2819,Symptoms and Complaints,I have been having episodes of sudden joint pain.,Ke ntse ke na le linako tsa mahloko a maqhoa ka tšohanyetso.
2820,Symptoms and Complaints,I feel very unwell and need comprehensive care.,Ke ikutloa ke sa phela hantle haholo mme ke hloka tlhokomelo e phethahetseng.
2821,Symptoms and Complaints,I have been feeling very ill and need a diagnosis.,Ke ntse ke ikutloa ke kula haholo mme ke hloka tlhahlobo.
2822,Symptoms and Complaints,I feel my body is not coping with the illness.,Ke ikutloa 'mele oa ka ha o mamelle bolwetse.
2823,Symptoms and Complaints,I have been having episodes of sudden muscle weakness.,Ke ntse ke na le linako tsa ho fokotsehela ha mochine ka tšohanyetso.
2824,Symptoms and Complaints,I feel very sick and need to be monitored closely.,Ke ikutloa ke kula haholo mme ke hloka ho hlahlojoa ka hloko.
2825,Symptoms and Complaints,I have been feeling very unwell and need medication.,Ke ntse ke ikutloa ke sa phela hantle haholo mme ke hloka moriana.
2826,Symptoms and Complaints,I feel my whole body is under stress.,Ke ikutloa 'mele oa ka ka bophara o tlaase ho khatello.
2827,Symptoms and Complaints,I have been having episodes of sudden back pain.,Ke ntse ke na le linako tsa mahloko a mokokotlo ka tšohanyetso.
2828,Symptoms and Complaints,I feel very ill and need to be stabilised.,Ke ikutloa ke kula haholo mme ke hloka ho tsitsisoa.
2829,Symptoms and Complaints,I have been feeling very poorly and need investigation.,Ke ntse ke ikutloa ke sa phela hantle haholo mme ke hloka lipatlisiso.
2830,Symptoms and Complaints,I feel my condition requires specialist care.,Ke ikutloa boemo ba ka bo hloka tlhokomelo ea ngaka e khethehileng.
