sentence_id,domain_category,english_text,sesotho_text
601,HIV,I am 65 years old and I have been living with HIV for 20 years.,
602,HIV,I have HIV and I have also been diagnosed with diabetes.,
603,HIV,I have HIV and high blood pressure and I take many medicines every day.,
604,HIV,I want to join a support group for people living with HIV.,
605,HIV,I have been living with HIV for two years and I have not told anyone.,
606,HIV,Directly observed therapy can help people who struggle with ART adherence.,
607,HIV,Mobile phone reminders and SMS messages can improve ART adherence.,
608,HIV,Adherence clubs bring together groups of stable HIV patients to collect medicines together.,
609,HIV,Adherence counselling should be provided at every clinic visit not just at initiation.,
610,HIV,Identifying and addressing barriers to adherence improves treatment outcomes.,
611,HIV,"Poverty, transport costs, and work commitments are common barriers to ART adherence.",
612,HIV,Stigma and fear of disclosure are significant barriers to ART adherence.,
613,HIV,Side effects are one of the most common reasons people stop taking ART.,
614,HIV,Switching to a better-tolerated ART regimen can improve adherence.,
615,HIV,Peer support from other people living with HIV significantly improves ART adherence.,
616,HIV,Task-shifting allows trained community health workers to support HIV care delivery.,
617,HIV,Nurse-initiated ART has expanded access to treatment in under-resourced settings.,
618,HIV,Decentralisation of HIV services brings care closer to communities.,
619,HIV,Point-of-care viral load testing reduces delays in identifying treatment failure.,
620,HIV,Digital health tools including telemedicine can support HIV care in remote areas.,
621,HIV,"HIV programme data should be disaggregated by age, sex, and population group.",
622,HIV,Quality improvement initiatives in HIV clinics lead to better patient outcomes.,
623,HIV,Patient satisfaction surveys help identify gaps in HIV service delivery.,
624,HIV,HIV national strategic plans guide the response at country level.,
625,HIV,Multi-sectoral collaboration is essential for an effective national HIV response.,
626,HIV,I have been undetectable for three years and I feel like myself again.,
627,HIV,I want to tell my story to help other people living with HIV feel less alone.,
628,HIV,I did not think I would live this long after my HIV diagnosis but here I am.,
629,HIV,My children do not know I have HIV and I am not sure when to tell them.,
630,HIV,I have been healthy on ART for ten years and I still come to the clinic every three months.,
631,HIV,I want to know more about the new long-acting HIV injection so I do not have to take pills every day.,
632,HIV,I am a nurse and I have HIV and I still care for patients every day.,
633,HIV,I was diagnosed with HIV at birth and I am now 18 years old and doing well.,
634,HIV,I want to help other young people living with HIV in my community.,
635,HIV,HIV has taught me to take care of my health and I am grateful for the treatment that keeps me alive.,
636,HIV,ART should be initiated on the same day as HIV diagnosis whenever possible.,
637,HIV,Same-day ART initiation improves early retention in HIV care.,
638,HIV,Readiness assessment before ART initiation helps identify potential adherence barriers.,
639,HIV,Patients who understand why they take ART are more likely to adhere to treatment.,
640,HIV,Health literacy is an important factor in ART adherence.,
641,HIV,Simplified ART regimens with fewer pills improve adherence.,
642,HIV,Once-daily ART regimens are preferred because they are easier to remember.,
