sentence_id,domain_category,english_text,sesotho_text
1801,Medication Instructions,Take one tablet twice daily with food.,Nka pilisi e le ngoe habeli ka letsatsi le lijo.
1802,Medication Instructions,Take two capsules every eight hours with a full glass of water.,Nka li-capsule tse peli ka maho a robeli le mohope o tletseng oa metsi.
1803,Medication Instructions,Take one tablet in the morning and one at night.,Nka pilisi e le ngoe hoseng le e le ngoe bosiu.
1804,Medication Instructions,Take this medicine three times a day after meals.,Nka moriana ona habeli ka letsatsi ka mor'a lijo.
1805,Medication Instructions,Take one tablet every twelve hours.,Nka pilisi e le ngoe ka maho a leshome le metso e meli le metso e meli.
1806,Medication Instructions,Take two tablets once daily in the morning.,Nka lipilisi tse peli ka nako e le ngoe letsatsi le leng le le leng hoseng.
1807,Medication Instructions,Take one capsule four times a day at equal intervals.,Nka capsule e le ngoe habeli ka letsatsi ka linako tse lekanang.
1808,Medication Instructions,Take half a tablet daily if you weigh less than 50kg.,Nka halofo ea pilisi letsatsi le leng le le leng haeba u boima bo tlase ho 50kg.
1809,Medication Instructions,Take one tablet daily for seven days.,Nka pilisi e le ngoe letsatsi le leng le le leng ka matsatsi a supileng.
1810,Medication Instructions,"Take two tablets on the first day, then one tablet daily for the remaining days.","Nka lipilisi tse peli letsatsing la pele, ebe o nka pilisi e le ngoe letsatsi le leng le le leng matsatsing a setseng."
1811,Medication Instructions,Take one tablet every six hours as needed for pain.,Nka pilisi e le ngoe ka maho a tšeletseng ha ho hlokeha bakeng sa mahloko.
1812,Medication Instructions,Take one tablet at bedtime to help you sleep.,Nka pilisi e le ngoe nako ea ho robala ho u thusa ho robala.
1813,Medication Instructions,Take one tablet thirty minutes before meals.,Nka pilisi e le ngoe metsotso e mashome a mararo pele ho lijo.
1814,Medication Instructions,"Take two tablets immediately, then one tablet every eight hours.","Nka lipilisi tse peli hang hang, ebe o nka pilisi e le ngoe ka maho a robeli."
1815,Medication Instructions,Take one tablet with breakfast every morning.,Nka pilisi e le ngoe le dijo tsa hoseng hoseng hoa hoseng.
1816,Medication Instructions,Take the full prescribed dose at the same time each day.,Nka dose yohle e laetsoeng ka nako e tšoanang letsatsi le leng le le leng.
1817,Medication Instructions,Take one tablet daily without missing any doses.,Nka pilisi e le ngoe letsatsi le leng le le leng ntle le ho lahleheloa ke li-dose.
1818,Medication Instructions,"Take one tablet every four hours, not exceeding six tablets in twenty-four hours.","Nka pilisi e le ngoe ka maho a mane, u sa fete lipilisi tse tšeletseng ka maho a mashome a mabeli le mane."
1819,Medication Instructions,Take two tablets twice daily for ten days.,Nka lipilisi tse peli habeli ka letsatsi ka matsatsi a leshome.
1820,Medication Instructions,Take one capsule with your evening meal.,Nka capsule e le ngoe le lijo tsa mantsiboa.
1821,Medication Instructions,Take one tablet on an empty stomach first thing in the morning.,Nka pilisi e le ngoe ka mala a se nang lijo ntho ea pele hoseng.
1822,Medication Instructions,Take three tablets once daily with food.,Nka lipilisi tse tharo ka nako e le ngoe letsatsi le leng le le leng le lijo.
1823,Medication Instructions,Take one tablet every twenty-four hours.,Nka pilisi e le ngoe ka maho a mashome a mabeli le mane.
1824,Medication Instructions,Take two capsules three times a day with meals.,Nka li-capsule tse peli habeli ka letsatsi le lijo.
1825,Medication Instructions,"Take one tablet daily for fourteen days, then reassess.","Nka pilisi e le ngoe letsatsi le leng le le leng ka matsatsi a leshome le mane, ebe o lekola hape."
1826,Medication Instructions,Take one tablet twice daily for five days.,Nka pilisi e le ngoe habeli ka letsatsi ka matsatsi a hlano.
1827,Medication Instructions,Take one tablet every eight hours for seven days.,Nka pilisi e le ngoe ka maho a robeli ka matsatsi a supileng.
1828,Medication Instructions,Take two tablets at night before sleeping.,Nka lipilisi tse peli bosiu pele ho robala.
1829,Medication Instructions,Take one tablet in the morning on an empty stomach.,Nka pilisi e le ngoe hoseng ka mala a se nang lijo.
1830,Medication Instructions,Take one capsule twice daily with plenty of water.,Nka capsule e le ngoe habeli ka letsatsi le metsi a mangata.
